,의안 ID,의안명,의안번호,처리결과,처리구분,의결일자,심사진행상태,제안일자,제안자구분,주요내용,소관위원회
8013,12302,정부투자기관관리기본법중개정법률안(조홍규의원등 5인 외 90인),140195,임기만료폐기,처리의안,1996-05-29,접수,1993-02-19,의원,"■ 제안이유

정부투자기관의 이사장제도는 위인설관형식으로 운영되고 있으며, 대다수의 이사장이 관련기관에 전혀 문외한
인 인사로 채워짐으로써 관련기관의 분위기와 능률을 저해하고, 직원들의 사기를 저하시키며, 국가예산을 낭비
하고 있으므로, 정부투자기관의 이사장제도를 폐지함으로써 공직풍토를 개선하고,예산의 효율적 사용을 제고하
기 위함이다.




■ 주요골자

1.  이사회는 사장을 포함한 수인의 이사로 구성함(안 제9조)

2.  투자기관의 임원은 사장을 포함한 이사와 감사로 함(안 제9조)

",-
8031,12301,정부조직법중개정법률안(이영권의원 외 94인),140194,폐기,처리의안,1994-12-23,접수,1993-02-19,의원,"■ 제안경위

현행 정부조직체제는 과거 권위주의 정부체제를 유지·강화하고, 국민을 위한 봉사기능보다는 국민위에 군림하
고 지배하기 위한 기능을 수행하여 왔다.



■ 제안이유

행정의 진정한 목적인 국민을 위한 행정, 국민에 봉사하는 행정을 이룩하고, 행정의 국제화·정보화·개방화·
과학화추세에 능동적인 정부를 구현하기 위하여 불필요한 조직 또는 중복적 기구들을 과감하게 통폐합하여야 
한다.
이러한 취지에서 우선 그동안 국민여론이나 각계 전문가들의 지배적인 통폐합 대상인 일부부처에 대한 개편을 
단행하기 위하여 이 안을 제안함.


■ 주요골자

1.  국가안전기획부의 범죄수사 권한을 폐지하고 국가안전보장에 관련되는 정보 및 보안업무만을 전담하게 함
    (안 제14조제1항)

2.  현행 공보처를 폐지하고 행정부의 공보에 관한 사무를 관장하기 위하여 국무총리 소속하에 공보실을 설치
    함(안 제19조 신설,제26조의2 삭제)

3.  정무장관(제1)실에서 수행하는 업무성격의 모호성과 정무장관(제2)실에서 수행하는 업무기능의 단순성으로 
    인하여 행정의 중복과 낭비성이 발생하기 때문에 이를 통합·운영하어 효율적인 행정기능을 수행하도록 함
    (안 제18조)

4.  이 법은 공포후 3월이 경과한 날부터 시행하도록 함(안 부칙)

",-
8037,12299,학교급식법중개정법률안(정부),140193,원안가결,처리의안,1993-11-18,접수,1993-02-19,정부,"■ 제안이유

학교급식 대상학교에 특수학교를 추가하고, 학교급식에 필요한 경비의 일부를 부담하는 학교급식후원회를 둘 
수 있도록 하여 학교급식을 효율적으로 확대함으로써 학생의 조화로운 심신의 발달을 도모하려는 것임.


■ 주요골자

1.  학교급식 대상학교에 특수학교를 추가함(안 제4조제2호)

2.  학교급식의 실시에 필요한 경비를 효율적으로 조달하기 위하여 학교급식 대상학교에 학부모와 학교급식을 
    지원하고자 하는 법인·단체 또는 개인으로 구성하는 학교급식후원회를 둘 수 있도록 함(안 제5조의 2)

3.  종전에는 학교설립경영자가 학교급식에 필요한 시설·설비비의 전부를 부담하였으나, 앞으로는 학교설립경
    영자가 부담하는 것을 원칙으로 하되, 대통령령이 정하는 바에 따라 학교급식후원회도 그 경비의 일부를 
    부담할 수 있도록 함(안 제8조제1항)




■ 위원회 수정사항


□ 수정이유

학교급식후원회가 경비조달뿐만 아니라 조달된 경비의 관리 감독 그리고 학교급식위원회에의 참여기능 등을 동
시에 수행할 수 있도 록 보완하고, 학교급식후원회의 구성에 있어서 희망하는 학부모만 포함하도록 하려는 것
임.


□ 수정주요골자

학교급식의 실시에 필요한 경비를 효율적으로 조달하기 위하여 학교급식후원회를 둘 수 있도록 한 규정을 학교
급식의 효율적인 실시와 필요한 경비의 조달 등을 위하여 둘 수 있도록 하고, 아울러 학교급식후원회의 구성에 
있어서 학부모와 학교급식을 지원하고자 하는 법인·단체또는 개인으로 하도록 한 규정을 학교급식을 지원하고
자 하는 학부모와 법인·단체 또는 개인으로 하도록 함(안 제5조의 2 제1항)


■ 기타사항

제161회국회(임시회) 제1차 교육위원회(1993.5.10)상정·소위원회회부
제165회국회(정기회) 제5차 교육위원회(1993.11.16)소위원회 심사보고·의결
제165회국회(정기회) 제14차 본회의(1993.11.18)상정·의결",-
8040,12294,교통사고처리특례법중개정법률안(정부),140191,원안가결,처리의안,1993-05-18,접수,1993-02-15,정부,"■ 제안이유

당초 법제정 당시에 비하여 자동차의 급격한 증가와 도로의 확충 등 교통여건이 변화되었고, 또한 종래에는 종
합보험이나 공제에 가입되어 있으면 피해자가 사망한 경우 또는 도주차량의 경우와 8개 공소권면제의 예외조항
해당사고가 아닌 한 형사처벌을 면제하게 되어 있어 운전자의 교통사고방지의식의 약화를 초래하여 높은 교통
사고率의 한 원인이 되어 왔으므로 공소권면제의 예외범위를 합리적으로 조정하므로써 변화된 교통여건에 효율
적으로 대처하고 교통사고방지기능을 강화하려는 것임.

■ 주요골자

1.  법적용대상인 차의 범위에 건설기계(종전의 중기)를 포함시키고, 건설기계로 인한 교통사고에 대하여서도 
    이 법이 적용됨을 명시함(안 제2조제1호 및 제3조제1항)

2.  교통정리를 하는 경찰관 및 이를 보조하는 사람의 범위를 도로교통법에 의한 경찰공무원등(경찰공무원·교
    통순시원·전투경찰순경과 그밖에 경찰공무원을 보조하는 사람)으로 함(안 제3조제2항제1호)

3.  업무상과실치상죄 또는 중과실치상죄의 공소권면제의 예외사유에 무면허건설기계조종사고·보도침범사고 
    및 개문발차사고 등 3개조항을 신설 추가함(안 제3조제2항제7호·제9호 및 제10호)

",-
8043,12292,검찰청법중개정법률안(정부),140190,원안가결,처리의안,1993-02-23,접수,1993-02-15,정부,"■ 제안이유 및 주요골자

고등검찰관과 검찰관의 처우의 기준인 호봉체계가 동일하고 법원의 경우 고등법원판사승진제도가 폐지되었으므
로 검사의 직급중 고등검찰관과 검찰관을 검사로 통합하여 법관과의 균형을 유지하고, 공무원임용령의 개정에 
맞추어 이 법중 기술직공무원의 직급명칭을 변경하려는 것임.



■ 기타사항

제160회국회(임시회) 제1차 법제사법위원회(1993.2.17)상정·의결
제160회국회(임시회) 제7차 본회의(1993.2.23)상정·의결",-
8046,12296,노동조합법중개정법률안(김말룡의원 외 33인),140189,임기만료폐기,처리의안,1996-05-29,접수,1993-02-15,의원,"■ 제안이유

노동조합법은 '87년에 일부개정되었으나 노사의 공존공영과 노조의 자율성이 여전히 침해당하고 있고 헌법에서 
보장하고 있는 노동3권을 실현하는데 장애가 되는 독소조항이 상존하고 있어 1989년 3월 다시 노동조합법을 개
정하여 노조의 자주성과 민주성을 보장하도록 했다. 
그러나 불행하게도 1989년 3월 27일 대통령이 거부권을 행사하여 이 개정안이 좌절되었다.
그동안 우리 노동현실을 보면 역사적으로 획을 긋는 중대한 변화가 있었다.
국제적으로는 유엔가입과 더불어 국제로동기구에도 가입하게 되어 국제로동기구에서 요구하는 수준의 노동조건
을 보장할 수 밖에 없게 되었다.
그리고 국내적으로는 정치·경제민주화와 급변하는 산업구조에 적응하는 노동조합의 전문성과 노사관계의 선진
화가 더욱 필요하게 되었다.
따라서 정부가 노사문제에 개입할 소지를 줄이고 노조임원의 신분보장, 단결권 등 노동 3권의 보장 그리고 노
동조합의 정치활동 보장 등 노조의 자율성 확보와 위상을 강화하기 위하여 이 법을 개정하고자 한다.


■ 주요골자

1.  조직대상을 같이하는 사업장에서도 기존 노동조합과 다른 노동조합을 설립할 수 있도록 함(안 제3조)

2.  공무원 노동조합 등 노동조합의 설립과 단체교섭의 자유를 보장함(안 제8조)

3.  노동조합의 정치활동금지 조항을 삭제함(안 제12조)

4.  제3자 개입금지규정을 삭제함(안 제12조의2)

5.  노동조합 설립신고 동시에 노동조합이 되도록 함(안 제13조)

6.  노동조합 설립신고 즉시 신고증을 교무하도록 규정을 둠(안 제15조)

7.  모든 노동조합이 총회를 매년 1회이상 개최하도록 규정함(안 제18조)

8.  조합비를 매월 일정액을 징수하도록 하고 기金도 징수할 수 있는 규정을 신설함(안 제24조)

9.  행정관청의 노동조합 조사 및 자료제출 규정을 삭제함(안 제34조)

10. 단체협약의 취소권을 삭제한 대신에 보완할 수 있도록 하고 단체협약을 성실히 이행하도록 하는 규정을 둠
    (안 제34조)

11. 단체협약의 유효기간을 1년으로 단일화하고 여유효를 인정하되, 종래의 근로계약은 계속 효력을 갖도록 함
    (안 제35조)
",-
8052,12293,노동쟁의조정법중개정법률안(김말룡의원 외 33인),140188,임기만료폐기,처리의안,1996-05-29,접수,1993-02-15,의원,"■ 제안이유

1980년에 국가보위립법회의가 이 법률을 개정하여 근로자의 노동3권을 대폭 제한함으로써 열악한 근로조건의 
개선을 요구하는 근로자는 물론 각 사회단체로부터 노동관계법 개정운동이 활발히 전개되어 '86년과'87년 두차
례에 걸쳐 부분적으로 개정되었고 '89년 여소야대 정국하에서 노동쟁의를 실질적으로 보장하도록 개정한 바 있
으나 '89년 3월 대통령이 거부권을 행사하여 그 뜻을 이루지 못했다.
특히 단체행동권의 제한과 규제가 아니고 구체적 실현이라는 관점에서 입법되어야 함에도 불구하고 그 제한이 
비현실적이고 엄격하여 근로자들로부터 신뢰성을 잃고 있고 더나아가 규범력까지도 상실한 것으로 사료된다.
따라서 이 법률이 진정한 의미의 규범력을 회복하여 다양한 현장의 욕구가 공정하게 조정되고 노사간의 분쟁의
자주적 해결을 보장하는 제도개선을 위하여 공익사업의 범위를 최대로 축소하고 본래의 취지에 맞지않게 형식
적으로 운영되고 있는 알선제도의 폐지, 일반사업장의 냉각기간삭제, 직장폐쇄도 쟁의발생 5일 이후에만 가능
하도록 하고, 쟁의권을 사실상 박탈하는 직권중재제도를 폐지하는 대신 긴급조정권자를 대통령으로 격상하는 
등 국제화·선진화에 부응하도록 이 법률을 개정하고자 한다.



■ 주요골자

1.  노동쟁의의 정의에 단체협약의 체결과 이행을 포함시킴(안 제2조)

2.  공익사업에서 공중운수, 정유, 은행, 방송사업을 폐지함(안 제4조)

3.  알선제도를 폐지함(안 제5조의2·제10조·제18조 내지 제21조)

4.  방위업체 근로자의 공익사업에 준하는 쟁의를 허용함(안 제12조)

5.  제3자 개입금지 규정을 삭제함(안 제13조의2)

6.  쟁의행위에 폭력, 휴·폐업금지규정을 신설함(안 제13조의3)

7.  냉각기간을 쟁의행위예고기간으로 하고 이 예고기간을 국가·지방자치단체와 공익사업에만 7일을 둠(안 제
    14조)

8.  직장폐쇄를 쟁의개시 5일후에만 가능하도록 요건을 강화함(안 제17조)

9.  직권중재제도를 폐지함(안 제30조)

10. 중재시 쟁의금지기간을 5일로 단축함(안 제31조)

11. 긴급조정권자를 노동부장관에서 대통령으로 격상시킴(안 제40조)

",-
8058,12295,노동위원회법중개정법률안(김말룡의원 외 33인),140187,임기만료폐기,처리의안,1996-05-29,접수,1993-02-15,의원,"■ 제안이유

노사관계의 민주적 발전을 위해서 지금과 같은 행정권의 남용과 관리 감독 차원의 노동정책이 아니라 노사관계
의 자율성을 존중하고 중립성과 공정성이 기본적으로 전제되어야 한다.
현행 노동위원회법은 노동행정의 민주화와 노사관계의 공정한 조절기능을 위한 제도적 보장이 미흡하고 그 판
정에 있어서도 단순한 행정적 조치에 불과한 실정이다.
따라서 준사법적인 기구인 노동위원회가 독립성을 유지하고 신속하게 조정하고 판정하면서도 전문성을 가지고 
공정한 역할을 수행할 수 있도록 하기 위하여 본 개정안을 제안하는 것이다.


■ 주요골자

1.  특별위원회를 폐지하고 중앙로동위원회를 대통령 소속하에 두도록 함(안 제3조)

2.  노동위원회를 중앙로동위원회 위원장이 관리하도록 함(안 제5조)

3.  지방로동위원회 공익위원은 중앙로동위원회 위원장이 위촉하도록 함(안 제6조제3항)

4.  공익위원은 근로자위원과 사용자위원이 각각 동의한 자를 위촉함(안 제6조제4항)

5.  상임위원은 중앙로동위원회 위원장의 제청으로 대통령이 임명하되, 중앙로동위원회는 대법관을, 지방로동
    위원회는 법관인 자를 임명하도록 함(안 제7조의2)

6.  중앙로동위원회 위원장는 대법관인 자를 국무총리의 제청으로 대통령이 임명하고, 지방로동위원회 위원장
    은 법관인 자를 대통령이 임명하도록 함(안 제8조제2항)

",-
8064,12290,정부조직법중개정법률안(김중위의원 외 21인),140186,수정가결,처리의안,1993-02-23,접수,1993-02-13,의원,"■ 제안이유

현행 정부조직체제는 과거 정부주도의 경제개발시대에 형성된 골격을 그대로 유지하면서, 환경과 여건의 변화
에 따라 부분적으로만 조정되어 온 관계로 부처상호간에 기능의 불균형과 중첩현상이 나타나고 있고, 중앙정부
에 기능과 권한이 집중되어 있어 민간부문의 자율성을 저해하고 지방자치의 건전한 발전에 장애가 되고 있으
며, 계속된 기구와 인력의 증가로 정부조직이 비대화되어 가고 있는 등 국민들이 바라는 간소한 정부, 능률적
인 정부가 되지 못하고 있음.
따라서 2000년대의 미래행정수요와 행정의 국제화·정보화·과학화 등 새로운 행정환경의 변화에 능동적으로 
대처하면서, 간소하고도 능률적인 정부를 구현해 나가기 위해서는 정부조직에 대한 전반적인 개편이 요구됨.
그러나 전부처를 대상으로 하는 정부조직의 종합적인 개편은 사회 각계 각층의 여론과 의견수렴을 통한 신중하
고도 심도있는 검토와 논의가 우선되어야 하나, 이에는 상당한 시간이 소요될 수 밖에 없고, 이러한 과정과 절
차없이 졸속으로 개편할 경우에는 시행착오와 혼란이 요구됨.
따라서 정부조직의 개편은 그동안 국민여론 등을 통해 통·폐합에 대하여 충분히 공감대가 형성된 일부부처를 
간소한 정부 구현차원에서 우선적으로 조치하고, 다른 부처의 조직개편은 시간을 가지고 광범위한 여론수렴을 
통하여 종합적이고 체계적인 개편안을 마련한 후 조치하는 것이 바람직하다고 생각함.
이러한 추진원칙하에서 이번 정부조직의 개편은 그동안 학계·언론계 등으로부터 조직개편의 필요성이 꾸준히 
제기되어와 이미 부처 통·폐합에 대한 국민적 합의와 공감대가 형성되어 있고, 설치당시는 특수한 상황을 고
려하여 설치하였으나 현재는 환경과 여건이 변화되어 존치 필요성이 감소되었으며, 그 규모나 기능면에서 부의 
수준으로는 미흡한 일부부처만을 우선적으로 통·폐합하고, 그 기능을 합리적으로 조정하기 위하여 개정안을 
마련한 것임.


■ 주요골자

1.  국민여가생활의 질적수준 향상을 위한 생활체육의 육성과 청소년보호·육성업무의 실효성 있는 추진을 위
    하여 문화부와 체육청소년부를 통합하여 문화체육부를 신설함(안 제29조제1항·제35조의2 및 제35조의3)

2.  국내산업의 국제경쟁력을 강화하고 산업발전의 기반확충을 위한 업무를 효율적으로 추진하기 위하여 동력
    자원부를 상공부와 통합함(안 제29조제1항·제37조제1항 및 제37조의2)



■ 위원회 수정사항


□ 수정이유

체육청소년부가 문화부로 통합되면서 약화된 체육청소년 기능을 강화하고 체육행정을 국민여가선용 차원에서 
국가적 정책적으로 지원하기 위하여 문화체육부에 장·차관 보좌기능을 강화하며, 에너지확보문제는 국가의 산
업정책과 직결되어 있는 중요한 과제이므로 에너지확보협상을 효과적이고도 원활하게 수행하기 위하여 상공부
를 상공자원부로 함.


□ 수정주요골자

1.  상공부를 상공자원부로 한다(제29조제1항)
 
2.  문화체육부에 차관보 1인을 둔다(제35조의2제2항)




■ 기타사항

제160회국회(임시회) 제1차 행정위원회(1993.2.18)상정
제160회국회(임시회) 제2차 행정위원회(1993.2.20)질의·의결
제160회국회(임시회) 제7차 본회의(1993.2.23)상정·의결
",-
8070,12291,환경영향평가법안(정부),140185,수정가결,처리의안,1993-05-18,접수,1993-02-13,정부,"■ 제안이유

대규모 개발사업에 있어서의 환경영향을 평가·검토하여 당해 사업으로 인하여 환경에 미치는 해로운 영향을 
최소화하도록 사업시행을 유도함으로써 개발과 보전을 합리적으로 조화시키고, 나아가 쾌적한 환경의 유지·조
성을 목적으로 하는 환경정책기본법상의 환경영향평가와 관련된 조항을 분리·흡수하여 대폭 개선한 내용으로 
따로 법률을 제정하려는 것임.

■ 주요골자

1.  환경에 영향을 미칠 수 있는 각종 정책이나 계획을 수립·시행하고자 할 때에는 반드시 환경영향을 고려하
    고, 이에 대한 대책을 강구하도록 하는 등 국가 및 지방자치단체등의 책무를 명시함(안 제3조)

2.  환경영향평가를 실시하여야 할 사업은 도시의 개발,산업립지 및 공업단지의 조성, 에너지개발, 항만건설,
    도로건설, 수자원개발 등 환경보전에 영향을 미치는 각종 사업으로 함(안 제4조)

3.  환경영향평가는 사업시행으로 영향을 받게 되는 자연환경, 생활환경 및 사회·경제환경분야에 대하여 실시
    하여야 하며, 사업특성을 고려하여 환경처장관이 정한 평가항목에 대하여 중점적으로 평가할 수 있도록 함
    (안 제5조)

4.  사업자는 주민의 의견을 수렴하여 평가서를 작성하되, 기술능력·시설·장비를 갖추어 환경처장관의 지정
    을 받은 환경영향평가대행자에게 환경영향평가의 실시를 대행하게 할 수 있도록 함(안 제8조 내지 제11조)
    
5.  환경영향평가서에 대한 환경처장관과의 협의절차, 협의내용의 통보방법 및 협의내용에 대한 이의신청 등에 
    관한 사항을 정함(안 제16조 내지 제20조)

6.  협의를 거친 사업계획중 일정규모이상의 계획변경을 하고자 할 때에는 평가서를 재작성하여 환경처장관과 
    재협의하도록 하고, 재협의대상이 아닌 계획변경의 경우로서 협의내용의 변경을 가져오는 경우에는 변경에 
    따른 환경영향저감방안을 강구하여 사업계획에 반영하도록 함(안 제21조 및 제22조)

7.  사업자는 협의내용의 성실한 이행을 위하여 공사현장에 협의내용 등을 기재한 관리대장을 비치하고, 협의
    내용관리책임자를 지정하도록 함(안 제23조)

8.  환경처장관과 승인기관의 장은 협의내용의 이행관리를 위하여 사업자에게 자료를 제출하게 하거나 사업장
    에 대한 현지조사·확인을 할 수 있으며, 협의내용을 이행하지 아니하거나 협의절차를 준수 하지 아니한 
    사업자에 대하여 그 이행 또는 준수를 위한 공사중지 등 필요한 조치를 하도록 함(안 제24조 및 제27조)

9.  공사중지명령을 받고도 이를 위반하여 계속 공사를 하는 사업자는 5년이하의 징역 또는 5천만원이하의 벌
    金에 처하고, 평가대행자의 지정을 받지 아니하고 환경영향평가대행업무를 한 자는 1년이하의 징역 또는 
    500만원이하의 벌금에 처하도록 함(안 제34조 및 제35조)

",-
8073,12288,참전군인등지원에관한법률안(정부),140184,원안가결,처리의안,1993-12-01,접수,1993-02-12,정부,"■ 제안이유

6·25사변 등의 전투 또는 월남전에 참전하여 국가를 위하여 헌신하고 전역하거나 퇴직한 참전군인 등에 대하
여 그 명예를 선양하고, 응분의 예우를 함으로써 국민의 애국정신 함양에 이바지하려는 것임.


■ 주요골자

1.  정부는 참전군인 등의 명예을 선양하기 위한 사업과 복리를 증진하기 위한 사업을 행하되, 이와 관련된 사
    업을 행하는 법인 또는 단체에 이를 위탁하여, 행하도록 함(안 제3조)

2.  참전군인 등의 명예를 선양하기 위한 사업과 복리를 증진하기 위한 사업을 효율적으로 추진하기 위하여 참
    전군인등지원기金을 설치하도록 함(안 제4조)

3.  기金은 정부출연金, 다른 기金으로부터의 출손金 및 기金운용수익金 등을 재원으로 하여 조성하도록 함(안 
    제5조)

4.  기金은 참전군인 등의 명예선양이나 복리를 증진하는 데에 관련된 사업을 행하는 법인 또는 단체가 운용·
    관리하도록 함(안 제6조)



■ 기타사항

제160회국회(임시회) 제2차  보건사회위원회(1993.2.19)상정·법안심사소위원회 회부
제165회국회(정기회) 제1차  법안심사제2소위원회(1993.11.24)심의·의결
제165회국회(정기회) 제9차  보건사회위원회(1993.11.25) 위원장 보고·의결
제165회국회(정기회) 제18차 본회의(1993.12.1)상정·의결
",-
8076,12289,고엽제후유의증환자진료등에관한법률안(정부),140183,수정가결,처리의안,1993-02-23,접수,1993-02-12,정부,"■ 제안이유

월남전에 참전하고 전역된 자로서 고엽제로 인한 질병을 얻은 자에 대하여서는 국가유공자례우등에관한법률에 
의한 보상을 행하고, 고엽제로 인하여 발생되었다고 의심되는 질병을 얻은 자에 대하여는 진료를 행하도록 하
여 이에 필요한 사항을 정하는 동시에 고엽제가 인체에 미치는 영향 등에 관한 역학조사 및 연구 등을 하는데 
필요한 사항을 규정하려는 것임.

■ 주요골자

1.  이 법의 적용대상자는 월남전에 참전하고 전역된 자 중 고엽제로 인한 질병을 얻은 자 및 고엽제로 인하여 
    발생되었다고 의심되는 질병을 얻은 자로서 등록된 자로 함(안 제2조 및 제3조)

2.  이 법의 적용을 받고자 하는 자는 국가보훈처장에게 등록을 신청하도록 하고, 국가보훈처장은 보훈병원장
    의 검진과 보훈심사위원회의 심의·의결을 거쳐 이 법의 적용대상자로 결정·등록하도록 함(안 제4조)

3.  고엽제후유증환자에 대하여는 국가유공자례우등에관한법률의 규정에 의한 전상군경 또는 의료보호대상자로 
    보아 보상을 행하거나 의료보호를 행하도록 하며,고엽제후유의증환자에 대하여는 그 질병에 대한 진료가 
    끝날 때까지 계속하여 진료를 행하도록 함(안 제5조·제6조제1항 및 부칙 제3항)

4.  국가보훈처장은 고엽제후유의증환자에 대한 진료를 보훈병원장에게 위탁하여 행하며, 필요하다고 인정되는 
    경우에는 이를 다른 전문의료기관에 위탁하여 행할 수 있도록 함(안 제6조제2항)

5.  국가보훈처장은 고엽제가 인체에 미치는 영향 등을 밝혀내기 위하여 고엽제와 관련된 자료조사·역학조사 
    및 연구를 행하며, 필요하다고 인정되는 경우에는 전문연구기관 또는 단체로 하여금 이를 행하게 할 수 있
    도록 함(안 제8조)

6.  이 법의 유효기간을 1995년 12월 31일까지로 함(안 부칙 제2조)
    


■ 위원회 수정사항


□ 수정이유

고엽제피해에 대한 역학조사 및 검증에 필요한 기간을 감안하여 고엽제후유의증환자진료등에관한법률안의 유효
기간을 1995년 12월 31일에서 1997년 12월 31일로 수정하기로 함.


□ 수정주요골자

고엽제후유의증환자진료등에관한법률안의 유효기간을 1997년 12월 31일까지로 함(안 부칙 제2조)


■ 기타사항

제160회국회(임시회) 제2차 보건사회위원회(1993.2.19)상정·법안심사소위원회회부
제160회국회(임시회) 제1차 법안심사소위원회(1993.2.19)의결
제160회국회(임시회) 제2차 보건사회위원회(1993.2.19)소위원장보고·의결
제160회국회(임시회) 제7차 본회의(1993.2.23)상정·의결",-
8079,12280,변호사법중개정법률안(정부),140175,수정가결,처리의안,1993-02-23,접수,1993-01-26,정부,"■ 제안이유

변호사단체의 자율정화기능을 활성화하기 위하여 현재 법무부가 관장하고 있는 변호사징계권의 일부를 대한변
호사협회에 이관하고, 변호사에 대한 업무정지명령제도의 미비점을 보완하는 한편, 공증제도의 정비를 위하여 
현행 간易절차에의한민사분쟁사건처리특례법 규정을 변호사법에 흡수하고, 아울러 일부 벌칙조항을 신설하여 
법조공익기능을 높이려는 것임.

■ 주요골자

1.  공증제도의 정비등

    현재는 공증을 담당하는 법무법인과 공증인가합동법률사무소가 처리하는 공증의 방법. 적용법률 등이 서로 
    달라 혼선이 일어나고 있으므로 공증인가합동법률사무소의 근거법률인 간易절차에의한민사분쟁사건처리특
    예법 규정을 변호사법에 흡수하고 동 특례법은 이를 폐지하며, 합동법률사무소의 공증서명방법을 1인 서명
    제로 개선하고 법무법인 구성원의 법조경력요건을 15년에서 10년으로 내리는 등 법무법인제도와 합동법률
    사무소제도를 통일함(안 제5장의2)

2.  업무정지명령제도의 보완

    현재는 형사사건으로 공소가 제기된 변호사에 대하여 업무정지를 명할 수 있어 업무정지명령의 요건이 포
    괄적이므로 이를 공소제기로 인하여 등록취소가 될  가능성이 매우 크거나 공익을 해할 구체적 위험성이 
    있는 경우로 한정하여 그 요건을 엄격화하는 등 업무정지명령의 사유·절차·기간·불복방법·해제등에 관
    한 규정을 신설하여 업무정지명령제도의 적정한 운영을 보장함(안 제83조 내지 제89조)

3.  변호사징계권의 일부 변협이관

    현재 법무부가 관장하는 변호사징계권중 공소제기사건 및 변협징계위원회의 결정에 대한 이의신청사건 등
    은 법무부변호사징계위원회에서 심의하고, 새로이 대한변호사협회에 두는 변호사징계위원회는 변호사법위
    반사건 및 회칙위반사건등에 대하여 심의하도록 하여 변호사단체의 자율성 강화를 유도함(안 제73조 내지 
    제77조등)

4.  벌칙조항의 정비

    시대의 변화에 따라 그 처벌의 필요성이 요구되는 비변호사의 유료법률상담, 유료법률관계문서작성 등을 
    처벌류형에 추가하고, 법조주변 不조리사범의 근절을 위하여 변호사에게 사건 알선 후 金품등을 수수하는 
    행위에 대한 처벌규정을 신설함(안 제90조제2호·제3호)



■ 위원회 수정사항


□ 수정이유

법무법인의 구성원이 탈퇴하는 경우 반드시 구성원요건을 충족하도록 하고 있으나, 현재 구성원이 不족하게 된 
후 3월이내에 이를 보충하지 아니하면 법무법인설립인가를 취소할 수 있는 규정이 있으므로 새삼스럽게 구성원
의 변동이 있는 경우 반드시 구성원요건을 충족하도록 하는 의무규정을 신설할 필요성을 찾기 어려울 뿐만 아
니라 구성원의 수가 미달된 날부터 3월까지의 기간에 있어서의 법적 규제가 불명확하게 되는 문제점이 발생하
게 되므로 이를 삭제하고,법무법인의 설립인가취소사유중 해석상 오해의 소지가 있는 표현을 바로 잡는 등 약
간의 자구를 정리하려는 것임.

□ 수정주요골자

1.  법무법인의 구성원이 탈퇴하면 반드시 구성원요건을 유지하도록 하는 것은 구성원이 부족하게 된 후 3월이
    내에 이를 보충하지 아니하면 법무법인설립인가를 취소할 수 있도록 하고 있는 현행 제43조제1항제1호의 
    규정에 비추어 보아 입법의 필요성이 인정되지 아니하므로 이를 삭제함(안 제36조 제5항)

2.  법무법인의 설립인가취소사유인 “구성원의 수에 미달한 때”는 마치 구성원의 수가 부족하지 아니하면 구
    성원의 법조경력이 기준에 미달되더라도 설립인가취소사유에 해당되지 아니하는 것으로 오인될 우려가 있
    으므로 이를 “구성원의 요건에 미달한 때""로 하여 해석상 오해의 소지를 없앰(제43조제1항제1호)




■ 기타사항

제160회국회(임시회) 제1차 법제사법위원회(1993.2.17)상정·질의·소위회부
제160회국회(임시회) 제2차 법제사법위원회(1993.2.19)소위심사보고·의결
제160회국회(임시회) 제7차 본회의(1993.2.23)상정·의결",-
8082,12279,병역의무의특례규제에관한법률중개정법률안(정부),140174,철회,처리의안,1993-11-17,접수,1993-01-08,정부,"■ 기타사항

자료없음",-
8085,12278,병역법중개정법률안(정부),140173,철회,처리의안,1993-11-17,접수,1993-01-08,정부,"■ 기타사항

자료없음",-
