,의안번호,의안명,제안일자,제안자구분,의결일자,의결결과,제안회기,제안이유,소관위원회,제안자,발의자,발의자_한글,제안정당,제안자_한글,성별,여성의원 수,정당성향
394,1910444,영유아보육법 일부개정법률안,2014-05-02,위원장,2014-05-02,원안가결,제19대 (2012~2016) 제324회,"   어린이집 설치？운영자에 대한 결격사유의 체계를 정비하고 현행 결격사유 규정을 형평성에 맞도록 개선하여 안전보육을 실현하고자 하며, 징역형 대비 불합리한 벌금형을 정비함여 벌금형을 현실화함. 가. 금치산자 및 한정치산자 규정을 피성년후견인 및 피한정후견인으로 정비함(안 제16조제1호).나. 「아동복지법」 제17조 위반으로 금고 이상의 형의 집행유예를 선고받고 확정된 경우, 결격사유에 해당하는 기간을 확정된 날부터 10년으로 함(안 제16조제6호).다. 어린이집 폐쇄명령을 받은 경우 결격사유에 해당하는 기간을 1년에서 2년으로 강화함(안 제16조제7호).라. 어린이집 설치？운영의 결격사유 중 벌금, 통고처분을 받고 2년이 지나지 아니한 경우를 영유아보육법을 위반하여 300만원 이상의 벌금형을 선고받고 2년이 지나지 아니한 경우와 「아동복지법」 제17조를 위반하여 벌금형을 선고받고 10년이 지나지 아니한 경우로 함(안 제16조 제8호).마. 「도로교통법」제53조제3항을 위반하여 보호자인 보육교직원의 동승 없이 어린이통학버스 운행 중 발생한 교통사고로 영유아가 사망하거나 신체에 중상해를 입은 경우, 어린이집에 운영정지 및 폐쇄를 명할 수 있도록 함(안 제45조제1항제5호).  ",보건복지위원회,[],위원장,,위원장,[],,0,
395,1910438,성별영향분석평가법 일부개정법률안,2014-05-02,의원,2015-01-12,대안반영폐기,제19대 (2012~2016) 제324회,"  ■   및  현행 성별영향분석평가법 제10조에 따르면, 여성가족부 장관은 중앙행정기관 및 지방자치단체 소관 정책 또는 공공기관이 수행하는 사업 등에 대해 특정성별영향분석평가를 실시할 수 있음. 그러나 특정성별영향분석평가 실시를 위한 대상 정책 소관 중앙행정기관, 지자체, 공공기관에 대한 여성가족부장관의 자료 제출권이 없어 내실 있는 특정성별영향분석평가 실시에는 애로가 있는 상황임.이에, 동법 제10조의 별도 항으로 여성가족부장관의 특정성별영향분석평가에 필요한 자료 제출 요구권을 신설하여 보다 효율적이고 내실있는 특정성별영향분석평가가 이루어지도록 규정하려는 것임(안 제10조 제3항).  ",여성가족위원회,"['김현숙(새누리당/金賢淑)', '김명연(새누리당/金明淵)', '김한표(새누리당/金漢杓)', '문대성(새누리당/文大成)', '안덕수(새누리당/安德壽)', '윤명희(새누리당/尹明熙)', '이만우(새누리당/李萬雨)', '이에리사(새누리당/李에리사)', '이자스민(새누리당/李자스민)', '홍지만(새누리당/洪志晩)']",김현숙(새누리당/金賢淑),김현숙,새누리당,"['김현숙', '김명연', '김한표', '문대성', '안덕수', '윤명희', '이만우', '이에리사', '이자스민', '홍지만']",여성,4,보수
396,1910426,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2014-05-01,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제324회,"  ■   및  「근로기준법」에 따르면, 사용자는 1년간 80퍼센트 이상 출근한 근로자에게 15일의 연차 유급휴가를 주어야 하고, 「남녀고용평등과 일？가정 양립 지원에 관한 법률」에 따르면, 사업주는 근로자가 가족의 질병, 사고, 노령으로 인하여 그 가족을 돌보기 위한 가족돌봄휴직을 신청하는 경우 연간 90일 이내에서 가족돌봄휴직을 허용하도록 하고 있음.그런데 근로자의 가족이 재난으로 생사(生死)나 소재(所在)를 알 수 없게 되거나 사망한 경우에는 가족돌봄휴직을 신청할 수 없으므로 연차 유급휴가 외에 별도의 휴가가 필요한 실정임.이에 사업주는 근로자의 가족이 재난으로 생사(生死)나 소재(所在)를 알 수 없게 되거나 사망한 경우 근로자가 가족재난휴가를 청구하면 연간 30일의 범위에서 유급으로 가족재난휴가를 주도록 함으로써 근로자의 일과 가정의 양립을 지원하려는 것임(안 제22조의3 및 제39조제2항제8호).  ",환경노동위원회,"['이상민(새정치민주연합/李相珉)', '강기정(새정치민주연합/姜琪正)', '강동원(새정치민주연합/姜東遠)', '김광진(새정치민주연합/金光珍)', '김영환(새정치민주연합/金榮煥)', '김윤덕(새정치민주연합/金潤德)', '배기운(새정치민주연합/裵奇雲)', '배재정(새정치민주연합/裵在禎)', '양승조(새정치민주연합/梁承晁)', '유성엽(새정치민주연합/柳成葉)', '이찬열(새정치민주연합/李燦烈)', '장하나(새정치민주연합/張하나)', '정진후(정의당/鄭鎭珝)']",이상민(새정치민주연합/李相珉),이상민,새정치민주연합,"['이상민', '강기정', '강동원', '김광진', '김영환', '김윤덕', '배기운', '배재정', '양승조', '유성엽', '이찬열', '장하나', '정진후']",남성,2,진보
397,1910416,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2014-04-30,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제324회,"    및  사회통념상 노골적인 성적 언어를 지속적으로 구사하여 상대방으로 하여금 성적 굴욕감을 주는 성희롱에 대해서 처벌할 수 있는 것으로 인식하고 있음. 그러나 현행법상 상대방의 의사에 반해 성과 관계되는 말이나 행동을 지속적으로 전달함으로써 상대방에게 불쾌하고 굴욕적인 느낌을 주는 성희롱에 대해서는 처벌규정이 없는 상태임.「남녀고용평등과 일？가정 양립 지원에 관한 법률」에 의하면 성희롱을 금지하고 이를 위반하면 과태료 처분을 하고 있으나, 이 경우에도 직장 내에서 그 지위를 이용하거나 업무와 관련한 경우에 한정하고 있음. 그로 인해 직장 내라는 조건을 충족하지 못하고, 또한 신체적 접촉이 없는 성희롱 등에 대해서는 피해자가 성적 수치심 등을 느끼더라도 가해자에 대해 형사처벌을 할 수 없는 상황임. 그리고 이에 대해 수사기관이 신체적 접촉 여부에 집중하여 수사하는 과정에서 2차 피해를 호소하는 경우도 있음.따라서 성적 언동에 의한 성희롱에 대한 법적 공백이 발생하지 않도록 이에 대한 규정을 신설하여 성희롱으로 인해 성적 수치심을 느낀 피해자의 보호를 강화하고자 함(안 제13조의2 신설).  ",법제사법위원회,"['이명수(새누리당/李明洙)', '김을동(새누리당/金乙東)', '김태원(새누리당/金兌原)', '김한표(새누리당/金漢杓)', '이노근(새누리당/李老根)', '이완구(새누리당/李完九)', '이이재(새누리당/李利在)', '이한성(새누리당/李翰成)', '이헌승(새누리당/李憲昇)', '정희수(새누리당/鄭熙秀)', '함진규(새누리당/咸珍圭)']",이명수(새누리당/李明洙),이명수,새누리당,"['이명수', '김을동', '김태원', '김한표', '이노근', '이완구', '이이재', '이한성', '이헌승', '정희수', '함진규']",남성,1,보수
398,1910400,고용정책 기본법 일부개정법률안,2014-04-30,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제324회,"  ■   및  현행법령은 비정규직을 과도하게 사용하는 사업주가 이를 자율적으로 개선하도록 하기 위해 300명 이상의 근로자를 사용하는 사업주에게 매년 근로자의 고용형태를 성별로 구분하여 공시하도록 하고 있음.그러나 여성 근로자의 절반 이상이 비정규직에 종사하면서 남성 근로자보다 낮은 임금을 받고 있는 현실을 고려할 때 근로계약 형태에 따른 근로자의 근속기간 및 임금도 성별로 구분하여 공시하도록 하여 사업주가 여성근로자의 근무조건을 자율적으로 개선하도록 할 필요가 있음.이에 일정 수 이상의 근로자를 사용하는 사업주는 근로자의 인원, 근속기간 및 임금을 포함하는 성별 고용형태 현황을 공시하도록 함으로써 여성 근로자의 근무여건 개선에 기여하려는 것임(안 제15조의2).  ",환경노동위원회,"['김제남(정의당/金霽南)', '김광진(새정치민주연합/金光珍)', '김상희(새정치민주연합/金相姬)', '남인순(새정치민주연합/南仁順)', '박민수(새정치민주연합/朴敏秀)', '배기운(새정치민주연합/裵奇雲)', '배재정(새정치민주연합/裵在禎)', '부좌현(새정치민주연합/夫佐炫)', '신경민(새정치민주연합/辛京珉)', '심상정(정의당/沈相奵)', '이상민(새정치민주연합/李相珉)', '전정희(새정치민주연합/全正姬)', '정진후(정의당/鄭鎭珝)']",김제남(정의당/金霽南),김제남,정의당,"['김제남', '김광진', '김상희', '남인순', '박민수', '배기운', '배재정', '부좌현', '신경민', '심상정', '이상민', '전정희', '정진후']",여성,6,진보
399,1910396,건강가정기본법 일부개정법률안,2014-04-29,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제324회,"  ■   및  건강가정사는 가정문제의 예방·상담 및 개선, 아동보호전문기관 등 지역사회자원과의 연계 등 건강가정 구현에 중요한 역할을 담당하고 있음.그러나 현행법상 건강가정사 자격증 발급에 관한 근거규정이 없어 건강가정사 자격을 취득한 자가 성적증명서나 졸업증명서를 제출하는 등의 방법으로 그 자격을 증명하고 있는 실정임.이에 건강가정사 자격증의 발급에 관한 근거규정을 마련하는 한편 국가와 지방자치단체가 가정의 날의 취지에 적합한 사업을 실시할 수 있도록 하는 등 이 법의 일부 미비점을 보완하여 건강가정의 구현에 기여하려는 것임(안 제12조제2항 및 제34조의3 신설).  ",여성가족위원회,"['백재현(새정치민주연합/白在鉉)', '김광진(새정치민주연합/金光珍)', '김민기(새정치민주연합/金敏基)', '김윤덕(새정치민주연합/金潤德)', '김태년(새정치민주연합/金太年)', '박남춘(새정치민주연합/朴南春)', '배기운(새정치민주연합/裵奇雲)', '부좌현(새정치민주연합/夫佐炫)', '이미경(새정치민주연합/李美卿)', '이찬열(새정치민주연합/李燦烈)', '인재근(새정치민주연합/印在謹)']",백재현(새정치민주연합/白在鉉),백재현,새정치민주연합,"['백재현', '김광진', '김민기', '김윤덕', '김태년', '박남춘', '배기운', '부좌현', '이미경', '이찬열', '인재근']",남성,2,진보
400,1910386,소송촉진 등에 관한 특례법 일부개정법률안,2014-04-29,의원,2015-12-31,대안반영폐기,제19대 (2012~2016) 제324회,"  최근 법원이 형사배상 신청자인 성폭력 피해자의 인적사항을 판결문에 기재한 채 이를 성폭력 가해자에게 송달한 사건이 있었음.인적 사항이 노출된 성폭력 피해자는 가해자로부터 보복범죄를 당할 수 있다는 불안감에 시달리는 등 ‘2차 피해’를 호소하고 있음.이는 ？성폭력범죄의 처벌 등에 관한 특례법？상 피해자의 인적 사항 공개금지를 명시하고 있음에도 불구하고, 이 법에는 이러한 입법취지가 미반영되어 법적 충돌이 발생하였기 때문임.이에 우리 사회가 ？성폭력범죄의 처벌 등에 관한 특례법？등을 통해 범죄 피해자의 신상 노출로 인해 발행할 수 있는 2차 피해를 방지하기 위해 노력하고 있는 만큼 범죄 피해자의 인권 보호를 위해 법적 미비점을 보완하고자 함.  ",법제사법위원회,"['서기호(정의당/徐基鎬)', '김기식(새정치민주연합/金起式)', '김재연(통합진보당/金在姸)', '김제남(정의당/金霽南)', '박원석(정의당/朴元錫)', '배기운(새정치민주연합/裵奇雲)', '심상정(정의당/沈相奵)', '유성엽(새정치민주연합/柳成葉)', '윤관석(새정치민주연합/尹官石)', '장하나(새정치민주연합/張하나)', '정성호(새정치민주연합/鄭成湖)', '정진후(정의당/鄭鎭珝)', '진성준(새정치민주연합/陳聲準)', '최원식(새정치민주연합/崔元植)', '황주홍(새정치민주연합/黃柱洪)']",서기호(정의당/徐基鎬),서기호,정의당,"['서기호', '김기식', '김재연', '김제남', '박원석', '배기운', '심상정', '유성엽', '윤관석', '장하나', '정성호', '정진후', '진성준', '최원식', '황주홍']",남성,3,진보
401,1910343,영유아보육법 일부개정법률안,2014-04-28,위원장,2014-04-29,원안가결,제19대 (2012~2016) 제324회,"   저출산에 따른 인구감소로 노동공급의 축소, 특히 숙련기술자의 부족 및 기업의 생산성 저하가 우려되는 오늘날 이를 해결하기 위해 일정규모 이상의 사업장으로 하여금 직장어린이집을 의무로 설치·운영하도록 하고 있으며, 어린이집을 설치할 수 없을 때에는 지역의 어린이집에 위탁하거나 근로자에게 보육수당을 지급하도록 하고 있음.그러나, 직장어린이집 설치·운영의무의 이행실태를 살펴보면 직접 설치·운영하고 있는 비율이 적어 이들 대체수단의 정비가 필요함. 이에, 보육비용의 지원을 삭제하여 시설을 확충하도록 유도하는 등 동 제도를 정비하는 한편, 의무 미이행 사업장에 대해 이행강제금을 도입하고자 함. 가. 직장어린이집 설치의무의 이행을 대신하는 보육수당의 지원을 폐지함.나. 직장어린이집 설치？운영을 대신하여 지역의 어린이집과 위탁계약을 맺어 보육을 지원하는 경우, 위탁보육을 통해 지원받는 근로자 자녀의 비율이 일정수준 이상이 되도록 함(안 제14조제2항)다. 직장어린이집 설치의무 미이행 사업장 명단 공표의 기간을 1년으로 연장하며, 2개의 일간지에 게재하는 등 그 방법을 강화함.(안 제14조의2)라. 직장어린이집 설치의무 미이행 사업장에 대한 시정명령 및 이행강제금의 신설(안 제44조의2 및 제44조의3)  ",보건복지위원회,[],위원장,,위원장,[],,0,
402,1910311,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2014-04-25,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제324회,"  ■   및  현행법은 남녀 간의 고용차별을 없애고 고용평등을 촉진하기 위하여 적극적 고용개선조치 시행계획의 이행실적을 평가하여 평가 결과 이행실적이 우수한 기업인 적극적 고용개선조치 우수기업에 표창이나 행정적？재정적 지원을 할 수 있도록 규정하고 있음.그런데 이러한 규정에도 불구하고 여성 고용률이 여전히 증가하지 않는 등 남녀 간의 고용차별이 개선되지 않고 있으므로 적극적 고용개선조치제도가 보다 활성화될 수 있는 대책이 필요함.이에 공공기관의 장은 적극적 고용개선조치 우수기업이 직접 생산하고 제공하는 제품을 우선적으로 구매하도록 하고, 고용노동부장관은 그 제품의 목록을 공공기관의 장에게 통보할 수 있도록 하려는 것임(안 제17조의4제5항 및 제6항 신설).  ",환경노동위원회,"['오제세(새정치민주연합/吳濟世)', '박혜자(새정치민주연합/朴惠子)', '배기운(새정치민주연합/裵奇雲)', '백재현(새정치민주연합/白在鉉)', '부좌현(새정치민주연합/夫佐炫)', '양승조(새정치민주연합/梁承晁)', '이자스민(새누리당/李자스민)', '장하나(새정치민주연합/張하나)', '전정희(새정치민주연합/全正姬)', '정청래(새정치민주연합/鄭淸來)']",오제세(새정치민주연합/吳濟世),오제세,새정치민주연합,"['오제세', '박혜자', '배기운', '백재현', '부좌현', '양승조', '이자스민', '장하나', '전정희', '정청래']",남성,4,진보
403,1910307,조달사업에 관한 법률 일부개정법률안,2014-04-25,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제324회,"    및  현행 「남녀고용평등과 일·가정 양립 지원에 관한 법률」에서는 적극적 고용개선조치를 규정하여 여성 고용률 및 여성 관리자 비율 증가를 도모하고 있으나, 이러한 조치에도 불구하고 여성 고용률의 증가세는 미미한 수준에 그치고 있는 실정임.이에 기업들에게 적극적 고용조치를 유인하기 위한 제도의 도입이 필요한 바, 조달청장이 각 수요기관에서 공통적으로 필요로 하는 수요물자나 비축물자를 구매·공급하는 경우에는 「남녀고용평등과 일·가정 양립 지원에 관한 법률」에 따른 적극적 고용개선조치 우수기업의 제품을 우선적으로 고려할 수 있도록 함으로써 보다 많은 기업들이 여성고용 촉진을 도모할 수 있도록 하려는 것임(안 제5조제2항 신설).  ",기획재정위원회,"['오제세(새정치민주연합/吳濟世)', '박혜자(새정치민주연합/朴惠子)', '배기운(새정치민주연합/裵奇雲)', '백재현(새정치민주연합/白在鉉)', '부좌현(새정치민주연합/夫佐炫)', '양승조(새정치민주연합/梁承晁)', '이자스민(새누리당/李자스민)', '장하나(새정치민주연합/張하나)', '전정희(새정치민주연합/全正姬)', '정청래(새정치민주연합/鄭淸來)']",오제세(새정치민주연합/吳濟世),오제세,새정치민주연합,"['오제세', '박혜자', '배기운', '백재현', '부좌현', '양승조', '이자스민', '장하나', '전정희', '정청래']",남성,4,진보
404,1910304,영유아보육법 일부개정법률안,2014-04-25,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제324회,"  ■   및  현행법은 보육서비스의 질을 높이기 위해 국가나 지방자치단체가 어린이집의 설치？운영에 필요한 비용을 보조하도록 하고 있으며, 거짓이나 그 밖의 부정한 방법으로 보조금을 교부받거나 보조금을 유용한 경우에는 보조금의 반환명령, 어린이집의 폐쇄, 원장의 자격정지, 위반사실의 공표 등의 제재를 가하고 있음.2013년 3월 전국민에 대한 무상보육의 실시에 따라 국가나 지방자치단체가 어린이집을 이용하는 모든 영유아에 대한 보육료를 지원하고 있는데 영유아의 부모가 아이사랑카드를 이용해 결제하면 해당 어린이집으로 보육료를 입금하는 방식으로 지원하고 있음.그런데 이 지원금이 보조금의 범위에 포함되는지 여부가 논란이 되고 있음. 현재 감독기관은 어린이집 설치·운영자와 보호자가 공모 등을 통해 어린이집 이용 영유아 수를 부풀려서 지원금을 받는 경우에도 보조금의 불법 교부로 판단하여 각종 행정처분을 내리고 있으나 이 지원금은 실제로는 영유아의 보호자에게 주는 지원금이고 결제의 편의를 위해 보호자를 거치지 않고 직접 어린이집으로 입금될 뿐이므로 보조금의 범위에는 포함되지 않는다는 반론이 제기되고 있는 상황이라 이를 명확히 할 필요가 있음.또한 보조금의 목적 외 사용과 관련해서도 그 범위가 명확하지 않다는 의견이 있어 보조금의 사용 용도를 구체적으로 정할 필요성이 있음.이에 거짓이나 그 밖의 부정한 방법으로 무상보육 실시에 드는 비용을 지원받은 경우에는 비용의 반환명령, 어린이집의 폐쇄, 원장의 자격정지, 위반사실의 공표 등의 제재를 할 수 있도록 명확히 규정하고, 보조금을 교부할 때 그 사용 용도를 구체적으로 정하도록 하여 보조금의 해석과 관련한 혼란을 방지하고 보육서비스의 질을 제고하려는 것임(안 제36조, 제40조, 제45조제1항제1호의 신설, 제46조 및 제49조).  ",보건복지위원회,"['류지영(새누리당/柳知영)', '강은희(새누리당/姜恩姬)', '김한표(새누리당/金漢杓)', '김희국(새누리당/金熙國)', '문정림(새누리당/文靜林)', '민병주(새누리당/閔丙珠)', '신동우(새누리당/申東雨)', '심윤조(새누리당/沈允肇)', '염동열(새누리당/廉東烈)', '윤명희(새누리당/尹明熙)', '윤영석(새누리당/尹永碩)', '이완영(새누리당/李完永)', '이우현(새누리당/李愚鉉)', '이자스민(새누리당/李자스민)', '장윤석(새누리당/張倫碩)', '함진규(새누리당/咸珍圭)', '황영철(새누리당/黃永哲)']",류지영(새누리당/柳知영),류지영,새누리당,"['류지영', '강은희', '김한표', '김희국', '문정림', '민병주', '신동우', '심윤조', '염동열', '윤명희', '윤영석', '이완영', '이우현', '이자스민', '장윤석', '함진규', '황영철']",여성,6,보수
405,1910295,여성발전기본법 일부개정법률안,2014-04-24,의원,2015-06-12,폐기,제19대 (2012~2016) 제324회,"  ■   및  현행법은 여성정책의 기본계획 및 시행계획, 여러 행정기관에 관련되는 여성정책의 조정 또는 여성정책의 평가 및 제도 개선 등의 주요 사항을 심의·조정하기 위하여 국무총리 소속으로 여성정책조정회의를 두고 있음.하지만, 여성정책의 통합조정 또는 이행 점검 및 평가 기능을 강화하고 실질적인 업무 추진력을 증진하기 위해서는 현행 여성정책조정회의의 위상을 격상시키고 내실화하여 실질적으로 여성정책이 심의·조정되어야 할 필요성이 제기되고 있음.이에 현행 여성정책조정회의를 국무총리 소속에서 대통령 소속으로 변경하고, 여성정책 관련 국제조약의 이행 점검에 관한 사항을 추가하여 심의·조정하도록 하며, 여성정책조정회의 소관 업무를 효율적으로 수행하기 위하여 분야별로 분과위원회를 둘 수 있도록 함으로써 여성정책이 더욱 내실있게 심의·조정되어 추진되도록 하는 등 여성정책조정회의의 기능을 강화하려는 것임(안 제11조제1항, 제11조의2 신설).  ",여성가족위원회,"['윤명희(새누리당/尹明熙)', '강은희(새누리당/姜恩姬)', '김정록(새누리당/金正錄)', '김종태(새누리당/金鍾泰)', '류지영(새누리당/柳知영)', '이만우(새누리당/李萬雨)', '이에리사(새누리당/李에리사)', '이자스민(새누리당/李자스민)', '황인자(새누리당/黃仁子)', '황주홍(새정치민주연합/黃柱洪)']",윤명희(새누리당/尹明熙),윤명희,새누리당,"['윤명희', '강은희', '김정록', '김종태', '류지영', '이만우', '이에리사', '이자스민', '황인자', '황주홍']",여성,6,보수
406,1910294,국회법 일부개정법률안,2014-04-24,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제324회,"    및  2012년 제19대 국회의원 선거 결과 여성 국회의원의 수는 47명으로 전체 국회의원 수의 약 15.7%에 불과한 실정이며, 낮은 여성 국회의원 비율로 인하여 국회 의정활동에서 여성의 입장이 충분히 대표되기 어렵다는 문제가 제기되고 있음.이에 성별 대표성의 불비례로 인하여 발생할 수 있는 문제를 해소하기 위하여 국회 특별위원회의 구성 시 특정 성별의 위원이 전체 위원의 70퍼센트를 초과하지 못하도록 함으로써 여성 의원들의 의정활동 참여 기회를 증진시킬 수 있도록 하려는 것임(안 제48조제4항).  ",국회운영위원회,"['윤명희(새누리당/尹明熙)', '김을동(새누리당/金乙東)', '김정록(새누리당/金正錄)', '김종태(새누리당/金鍾泰)', '김한표(새누리당/金漢杓)', '류지영(새누리당/柳知영)', '이만우(새누리당/李萬雨)', '이에리사(새누리당/李에리사)', '이자스민(새누리당/李자스민)', '황주홍(새정치민주연합/黃柱洪)']",윤명희(새누리당/尹明熙),윤명희,새누리당,"['윤명희', '김을동', '김정록', '김종태', '김한표', '류지영', '이만우', '이에리사', '이자스민', '황주홍']",여성,5,보수
407,1910263,아동·청소년의 성보호에 관한 법률 일부개정법률안,2014-04-22,의원,2016-05-19,대안반영폐기,제19대 (2012~2016) 제324회,  ■   및  「초·중등교육법」은 학습부진이나 성격장애 등의 사유로 정상적인 학교생활을 하기 어려운 학생과 학업을 중단한 학생등에 대한 교육을규정하면서 교육감의 인정을 받은 교육기관 등에 이를 위탁할 수 있도록 규정하고 있음.그러나 이러한 위탁 교육기관이 아동·청소년의 이용이 활발한 기관임에도 불구하고 현행법상 성범죄자 취업제한 대상기관에 포함되지 않은 상태임.이에 성범죄자 취업제한 대상기관에 「초·중등교육법」에 따라 학습부진아 등에게 체험학습 등을 실시하는 위탁 교육기관을 추가함으로써 아동·청소년을 성범죄로부터 안전하게 보호하려는 것임(안 제56조제1항제2호 및 제57조제1항제1호).  ,여성가족위원회,"['김현숙(새누리당/金賢淑)', '김태원(새누리당/金兌原)', '김한표(새누리당/金漢杓)', '문대성(새누리당/文大成)', '신경림(새누리당/辛瓊林)', '안덕수(새누리당/安德壽)', '유기준(새누리당/兪奇濬)', '이만우(새누리당/李萬雨)', '이명수(새누리당/李明洙)', '이에리사(새누리당/李에리사)', '이한성(새누리당/李翰成)', '홍지만(새누리당/洪志晩)']",김현숙(새누리당/金賢淑),김현숙,새누리당,"['김현숙', '김태원', '김한표', '문대성', '신경림', '안덕수', '유기준', '이만우', '이명수', '이에리사', '이한성', '홍지만']",여성,3,보수
408,1910261,모자보건법 일부개정법률안,2014-04-22,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제324회,"  ■   및  각종 바이러스로부터 신생아를 지키고, 출산으로 체력이 급격히 떨어진 산모의 빠른 회복을 돕는 곳이 산후조리원으로서, 대가족에서 핵가족으로 변해가는 사회적 현상에 따라 1997년경부터 생겨나면서 2013년말 현재 540곳, 시장규모만도 약 3,500억원에 이름.한편, 출산 이후 산후조리원 입실이 필수코스가 된 상황에서 신생아의 집단감염 등의 위험도 함께 커지고, 실제로 산후조리원 신생아실의 감염 사고가 드물게 발생하고 있지만 면역력이 약한 신생아에게 아주 치명적인 상황에서 감염예방 교육을 산후조리업자에 대해서만 실시하고 있어 산후조리원 종사자들까지 확대할 필요가 있음.또한, 산후조리원과 관련하여 발생하는 소비자 피해 중 질병 및 안전사고 등에 대한 문제가 큰 비중을 차지하고 있으나 책임보험에 대한 규정이 없는 실정임.따라서 산후조리업자 외에 산후조리원 종사자까지 감염예방 교육을 받을 수 있도록 하고 질병 및 안전사고 등으로 인한 소비자 피해를 배상하기 위하여 책임보험 가입을 의무화하도록 함으로써 감염 및 안전사고로 인한 소비자피해 발생시 이를 구제하도록 하려는 것임(안 제15조의6 및 제15조의15 신설).  ",보건복지위원회,"['유대운(새정치민주연합/劉大運)', '김광진(새정치민주연합/金光珍)', '김기식(새정치민주연합/金起式)', '김상희(새정치민주연합/金相姬)', '배기운(새정치민주연합/裵奇雲)', '윤후덕(새정치민주연합/尹厚德)', '이목희(새정치민주연합/李穆熙)', '장하나(새정치민주연합/張하나)', '정성호(새정치민주연합/鄭成湖)', '정진후(정의당/鄭鎭珝)']",유대운(새정치민주연합/劉大運),유대운,새정치민주연합,"['유대운', '김광진', '김기식', '김상희', '배기운', '윤후덕', '이목희', '장하나', '정성호', '정진후']",남성,2,진보
409,1910258,정치자금법 일부개정법률안,2014-04-21,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제324회,"    및  현행법은 여성ㆍ장애인과 같은 소수자들의 정치참여를 위해 국가가 공직후보자의 여성추천보조금ㆍ장애인추천보조금을 지급하도록 할 뿐 아니라, 정당이 경상보조금의 총액 중 100분의 10 이상을 여성정치발전을 위해 사용하도록 하고 있음.그러나 최근에는 청년실업이나 대학등록금 등이 사회적으로 문제가 되면서 세대 간 갈등이 발생하는 등 청년들도 이들을 대변할 청년층의 정치참여의 필요성이 절실한 상황임.이에, 25세 이상 45세 미만 청년후보자를 추천한 정당에 대하여 청년추천보조금을 지급하도록 함으로써 청년층의 정치참여를 촉진ㆍ확대하려는 것임(안 제26조의3 신설).  ",안전행정위원회,"['이재영(새누리당/李宰榮)', '김무성(새누리당/金武星)', '김현숙(새누리당/金賢淑)', '류지영(새누리당/柳知영)', '문대성(새누리당/文大成)', '신경림(새누리당/辛瓊林)', '안홍준(새누리당/安鴻俊)', '이자스민(새누리당/李자스민)', '이한성(새누리당/李翰成)', '장윤석(새누리당/張倫碩)']",이재영(새누리당/李宰榮),이재영,새누리당,"['이재영', '김무성', '김현숙', '류지영', '문대성', '신경림', '안홍준', '이자스민', '이한성', '장윤석']",남성,4,보수
410,1910255,대부업 등의 등록 및 금융이용자 보호에 관한 법률 일부개정법률안,2014-04-18,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제323회,"    및  소비자는 금융이용 과정에서 자신의 장애, 성별, 연령 등을 이유로 부당하게 차별받지 아니할 권리가 있음.이에 대부업자의 허위 및 과장광고의 금지행위에 합리적인 이유 없이 소비자의 성별, 장애, 인종 등을 이유로 차별하지 못하도록 하는 근거조항을 추가함으로써 소비자가 공정하게 보호받을 수 있도록 하려는 것임(안 제9조의3제1항제3호 신설).  ",정무위원회,"['이찬열(새정치민주연합/李燦烈)', '강기정(새정치민주연합/姜琪正)', '강창일(새정치민주연합/姜昌一)', '김성곤(새정치민주연합/金星坤)', '박남춘(새정치민주연합/朴南春)', '박주선(새정치민주연합/朴柱宣)', '유대운(새정치민주연합/劉大運)', '윤호중(새정치민주연합/尹昊重)', '조정식(새정치민주연합/趙正湜)', '최민희(새정치민주연합/崔敏姬)']",이찬열(새정치민주연합/李燦烈),이찬열,더불어민주당,"['이찬열', '강기정', '강창일', '김성곤', '박남춘', '박주선', '유대운', '윤호중', '조정식', '최민희']",남성,1,진보
