,의안번호,처리여부,의안명,제안자구분,제안일자,의결일자,의결결과,심사진행상태,문서,제안회기,제안이유,소관위원회,제안자,발의자,발의자_한글,제안정당,제안자_한글,성별,여성의원 수
1016,2012145,처,성폭력방지 및 피해자보호 등에 관한 법률 일부개정법률안,의원,2018-02-26,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제356회,"    및  현행법은 성폭력 예방을 위하여 국가기관 등의 장이 성폭력 예방교육을 실시하고, 기관 내 피해자 보호와 피해 예방을 위한 예방지침을 마련하며, 사건발생 시 재발방지대책을 수립·시행하도록 하면서 그 결과를 여성가족부장관에게 제출하도록 하고 있음.그런데 이와 같은 시책의 이행을 담보하기 위한 점검, 평가 등에 관한 규정을 보면 성폭력 예방교육 및 예방조치에 관련된 사항에만 중점을 두고 있고, 기관 내에서 성폭력 사건이 발생한 경우에 대한 구체적인 조치사항 및 피해자에 대한 2차피해의 방지를 위한 대책은 미흡한 문제가 있는 것으로 보임.이에 국가기관 등의 장은 기관 내에서 성폭력 사건이 발생한 경우 지체 없이 여성가족부장관에게 통보하고 일정 기간 내에 재발방지 대책을 마련하여 제출하도록 하며, 여성가족부장관은 기관 내에서 성폭력 사건을 은폐하거나 피해자에게 2차피해가 발생한 경우 관련자에 대한 징계를 요청하도록 함으로써 성폭력 사건 발생 후의 조치에 관한 실효성 있는 규정을 마련하려는 것임(안 제5조의4 신설).  ",여성가족위원회,"['김삼화(바른미래당/金三和)', '권은희(바른미래당/權垠希)', '김관영(바른미래당/金寬永)', '김동철(바른미래당/金東喆)', '김성식(바른미래당/金成植)', '김수민(바른미래당/金秀玟)', '김중로(바른미래당/金中魯)', '박선숙(바른미래당/朴仙淑)', '박주선(바른미래당/朴柱宣)', '신용현(바른미래당/申容賢)', '오세정(바른미래당/吳世正)', '오신환(바른미래당/吳晨煥)', '유승민(바른미래당/劉承旼)', '유의동(바른미래당/兪義東)', '이동섭(바른미래당/李銅燮)', '이언주(바른미래당/李彦周)', '이찬열(바른미래당/李燦烈)', '이태규(바른미래당/李泰珪)', '이학재(바른미래당/李鶴宰)', '이혜훈(바른미래당/李惠薰)', '정병국(바른미래당/鄭柄國)', '정운천(바른미래당/鄭雲天)', '주승용(바른미래당/朱昇鎔)', '지상욱(바른미래당/池尙昱)', '채이배(바른미래당/蔡利培)', '최도자(바른미래당/崔道子)', '하태경(바른미래당/河泰慶)']",김삼화(바른미래당/金三和),김삼화,바른미래당,"['김삼화', '권은희', '김관영', '김동철', '김성식', '김수민', '김중로', '박선숙', '박주선', '신용현', '오세정', '오신환', '유승민', '유의동', '이동섭', '이언주', '이찬열', '이태규', '이학재', '이혜훈', '정병국', '정운천', '주승용', '지상욱', '채이배', '최도자', '하태경']",여성,8
1017,2012134,처,형법 일부개정법률안,의원,2018-02-26,2018-09-20 00:00:00,대안반영폐기, ,의안원문,제20대 (2016~2020) 제356회,"    및  최근 공직사회, 문화예술계 등에서 벌어지고 있는 조직 내 권력형 성폭력 사건은 가해자가 사회적 지위를 이용해 지속적으로 성폭력 범죄를 저질러 피해자에게 심각한 육체적？정신적 고통을 주고 있음.그러나 현행 「형법」상 업무상 위력 등에 의한 간음죄(제303조)는 죄질에 비해 낮은 형량이 내려져 범죄 예방 효과도 적고, 형량기준에 따른 공소시효도 짧아지는 문제가 있음.이에 업무상 위력 등에 의한 간음죄의 형량을 상향조정하여 법의 실효성을 제고함(안 제303조).  ",법제사법위원회,"['오신환(바른미래당/吳晨煥)', '권은희(바른미래당/權垠希)', '김관영(바른미래당/金寬永)', '김동철(바른미래당/金東喆)', '김삼화(바른미래당/金三和)', '김성식(바른미래당/金成植)', '김수민(바른미래당/金秀玟)', '김중로(바른미래당/金中魯)', '박선숙(바른미래당/朴仙淑)', '박주선(바른미래당/朴柱宣)', '신용현(바른미래당/申容賢)', '오세정(바른미래당/吳世正)', '유승민(바른미래당/劉承旼)', '유의동(바른미래당/兪義東)', '이동섭(바른미래당/李銅燮)', '이언주(바른미래당/李彦周)', '이찬열(바른미래당/李燦烈)', '이태규(바른미래당/李泰珪)', '이학재(바른미래당/李鶴宰)', '이혜훈(바른미래당/李惠薰)', '정병국(바른미래당/鄭柄國)', '정운천(바른미래당/鄭雲天)', '주승용(바른미래당/朱昇鎔)', '지상욱(바른미래당/池尙昱)', '채이배(바른미래당/蔡利培)', '최도자(바른미래당/崔道子)', '하태경(바른미래당/河泰慶)']",오신환(바른미래당/吳晨煥),오신환,바른미래당,"['오신환', '권은희', '김관영', '김동철', '김삼화', '김성식', '김수민', '김중로', '박선숙', '박주선', '신용현', '오세정', '유승민', '유의동', '이동섭', '이언주', '이찬열', '이태규', '이학재', '이혜훈', '정병국', '정운천', '주승용', '지상욱', '채이배', '최도자', '하태경']",남성,8
1018,2012131,처,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,의원,2018-02-26,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제356회,"    및  최근 공직사회, 문화예술계 등에서 벌어지고 있는 조직 내 권력형 성폭력 사건은 가해자가 사회적 지위를 이용해 지속적으로 성폭력 범죄를 저질러 피해자에게 심각한 육체적？정신적 고통을 주고 있음.그러나 현행 「성폭력범죄의 처벌 등에 관한 특례법」상 업무상 위력 등에 의한 추행죄(제10조)는 죄질에 비해 낮은 형량이 내려져 범죄 예방 효과도 적고, 형량기준에 따른 공소시효도 짧아지는 문제가 있음.또한 현행 「형법」과 「성폭력범죄의 처벌 등에 관한 특례법」상 강간？강제추행 등 성폭력범죄의 공소시효의 경우 디엔에이(DNA)증거 등 그 죄를 증명할 수 있는 과학적인 증거가 있는 때에는 공소시효가 10년 연장되도록 규정하고 있는 반면, 「성폭력범죄의 처벌 등에 관한 특례법」 제10조에 따른 업무상 위력 등에 의한 추행죄는 제외되어 있음.최근 검찰 성폭력 사건과 문화계 성폭력 사건에서 드러나고 있는 바와 같이 업무상 위력 등에 의한 추행죄의 경우에도 명백한 증거가 있는 경우 공소시효 연장이 필요함.이에 업무상 위력 등에 의한 추행죄의 형량을 상향조정하고, 공소시효 특례 규정을 개정하여 업무상 위력 등에 의한 추행죄의 공소시효 연장 규정을 포함하려는 것임(안 제10조, 제21조제2항).  ",법제사법위원회,"['오신환(바른미래당/吳晨煥)', '권은희(바른미래당/權垠希)', '김관영(바른미래당/金寬永)', '김동철(바른미래당/金東喆)', '김삼화(바른미래당/金三和)', '김성식(바른미래당/金成植)', '김수민(바른미래당/金秀玟)', '김중로(바른미래당/金中魯)', '박선숙(바른미래당/朴仙淑)', '박주선(바른미래당/朴柱宣)', '신용현(바른미래당/申容賢)', '오세정(바른미래당/吳世正)', '유승민(바른미래당/劉承旼)', '유의동(바른미래당/兪義東)', '이동섭(바른미래당/李銅燮)', '이언주(바른미래당/李彦周)', '이찬열(바른미래당/李燦烈)', '이태규(바른미래당/李泰珪)', '이학재(바른미래당/李鶴宰)', '이혜훈(바른미래당/李惠薰)', '정병국(바른미래당/鄭柄國)', '정운천(바른미래당/鄭雲天)', '주승용(바른미래당/朱昇鎔)', '지상욱(바른미래당/池尙昱)', '채이배(바른미래당/蔡利培)', '최도자(바른미래당/崔道子)', '하태경(바른미래당/河泰慶)']",오신환(바른미래당/吳晨煥),오신환,바른미래당,"['오신환', '권은희', '김관영', '김동철', '김삼화', '김성식', '김수민', '김중로', '박선숙', '박주선', '신용현', '오세정', '유승민', '유의동', '이동섭', '이언주', '이찬열', '이태규', '이학재', '이혜훈', '정병국', '정운천', '주승용', '지상욱', '채이배', '최도자', '하태경']",남성,8
1019,2012129,처,양성평등기본법 일부개정법률안,의원,2018-02-26,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제356회,"    및  현행법 제31조제5항은 국가기관등이 성희롱 사건을 은폐하거나 성희롱 사건 처리과정에서 2차피해가 발생한 경우 그 사실을 국가인권위원회 등을 통하여 확인한 여성가족부장관이 관련자의 징계 등을 그 관련자가 소속된 국가기관등의 장에게 요청할 수 있음. 그런데 현행법상 국가인권위원회 등에게는 여성가족부장관에게 관련 사실을 통보할 의무가 없어 여성가족부장관이 관련 사실의 존재 여부조차 알기 어렵고, 이로 인해 사실상 여성가족부장관에 의한 관련자 징계 등 요청이 이루어지지 않고 있는 문제가 있음.이에, 국가인권위원회 또는 대통령령으로 정하는 기관이 국가기관등에 의한 성희롱 사건 은폐 또는 2차피해 발생 사실을 알게 된 경우 그 사실에 대한 여성가족부장관에의 통보 의무를 신설함으로써 성희롱 관련자에 대한 징계 등 요구 조항을 내실화하고자 함(안 제31조제5항).  ",여성가족위원회,"['김삼화(바른미래당/金三和)', '권은희(바른미래당/權垠希)', '김관영(바른미래당/金寬永)', '김동철(바른미래당/金東喆)', '김성식(바른미래당/金成植)', '김수민(바른미래당/金秀玟)', '김중로(바른미래당/金中魯)', '박선숙(바른미래당/朴仙淑)', '박주선(바른미래당/朴柱宣)', '신용현(바른미래당/申容賢)', '오세정(바른미래당/吳世正)', '오신환(바른미래당/吳晨煥)', '유승민(바른미래당/劉承旼)', '유의동(바른미래당/兪義東)', '이동섭(바른미래당/李銅燮)', '이언주(바른미래당/李彦周)', '이찬열(바른미래당/李燦烈)', '이태규(바른미래당/李泰珪)', '이학재(바른미래당/李鶴宰)', '이혜훈(바른미래당/李惠薰)', '정병국(바른미래당/鄭柄國)', '정운천(바른미래당/鄭雲天)', '주승용(바른미래당/朱昇鎔)', '지상욱(바른미래당/池尙昱)', '채이배(바른미래당/蔡利培)', '최도자(바른미래당/崔道子)', '하태경(바른미래당/河泰慶)']",김삼화(바른미래당/金三和),김삼화,바른미래당,"['김삼화', '권은희', '김관영', '김동철', '김성식', '김수민', '김중로', '박선숙', '박주선', '신용현', '오세정', '오신환', '유승민', '유의동', '이동섭', '이언주', '이찬열', '이태규', '이학재', '이혜훈', '정병국', '정운천', '주승용', '지상욱', '채이배', '최도자', '하태경']",여성,8
1020,2012121,처,저출산·고령사회기본법 일부개정법률안,의원,2018-02-26,2020-05-29 00:00:00,임기만료폐기, ,"의안원문
비용추계서",제20대 (2016~2020) 제356회,"    및  현재 우리나라가 직면하고 있는 저출산 현상은 세계에서 유례를 찾기 힘든 심각한 수준으로 2016년 기준 합계출산율이 1.17명에 그치며 초저출산율현상이 지속되고 있음.이러한 저출산 문제가 국가적, 사회적 문제로 대두됨에 따라 국가 및 일부 지방자치단체에서는 출산지원금 등의 지급과 더불어 다자녀 가구에 대하여 전기요금, 도시가스 요금 등 공공요금의 할인 정책을 시행하고 있지만, 이러한 요금 감면에 대한 명확한 법적 근거가 없는 실정이고, 사업자로서는 요금 감면을 실시하는 경우 영업손실을 감수하게 되는 상황이 발생하여 공공요금 할인제도가 활성화되지 못하고 있다는 의견이 있음.이에 다자녀 가구에 대하여 전기판매사업자, 전기통신사업자, 도시가스사업자 또는 수도사업자가 각각 전기요금, 전기통신요금, 도시가스요금 및 수도요금을 감면할 수 있도록 하여 다자녀 가구에 대한 공공요금 감면의 법적 근거를 마련하고, 국가 또는 지방자치단체는 공공요금을 감면하는 사업자에 대하여 예산의 범위에서 재정적 지원을 할 수 있도록 근거를 마련하여 공공요금 감면제도 참여자의 부담을 완화하고, 다자녀 가구에 대한 지원을 보다 확대하려는 것임(안 제10조의2 신설).  ",보건복지위원회,"['조경태(자유한국당/趙慶泰)', '권성동(자유한국당/權性東)', '김성태(자유한국당/金聖泰)', '김승희(자유한국당/金承禧)', '김현아(자유한국당/金炫我)', '박맹우(자유한국당/朴孟雨)', '송석준(자유한국당/宋錫俊)', '심재철(자유한국당/沈在哲)', '이종명(자유한국당/李鍾明)', '장석춘(자유한국당/張錫春)', '정갑윤(자유한국당/鄭甲潤)']",조경태(자유한국당/趙慶泰),조경태,자유한국당,"['조경태', '권성동', '김성태', '김승희', '김현아', '박맹우', '송석준', '심재철', '이종명', '장석춘', '정갑윤']",남성,2
1021,2012104,처,학교체육 진흥법 일부개정법률안,의원,2018-02-23,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제356회,"   「학교체육 진흥법」은 학생의 체육활동 강화, 학교운동부 육성 등 학교체육 활성화를 위해 2013년 제정된 후 여학생 체육활동 활성화 지원에 관한 내용이 2016년에 추가되었습니다.하지만 ‘남학생들은 원래 뛰어노는 것을 좋아하고 여학생들은 좋아하지 않는다’는 성별에 기인한 교육현장의 차별적 시각이 여전하며 학교체육에서 실질적인 양성평등은 이루어지지 않고 있습니다.초？중？고생 가운데 규칙적인 체육활동에 참여하지 않는 여학생 비율은 49.9%로 남학생 25.3%에 비해 2배 가량 높고, 학교 스포츠 클럽 등록률도 20%로 남학생 32%에 비해 많이 낮습니다.성장기의 적절한 신체활동은 성별과 관계없이 모든 학생들에게 필수적입니다. 또한 체육활동 선호도에 성별 차이가 자연적으로 존재한다는 편견은 신체활동을 즐기지 않는 남학생이나 신체활동을 즐기는 여학생의 행복을 저해할 수 있습니다. 교과수업, 스포츠클럽 참여나 체육기구와 시설 이용 등에서 성별 격차를 줄여야 합니다. 가. 모든 학생은 성별, 종교, 신념, 인종, 사회적 신분, 경제적 지위 또는 신체적 조건 등을 이유로 학교체육에서 차별을 받지 않도록 규정하였습니다(안 제3조의2 신설).나. 여학생의 학교 체육활동 참여를 증가시키기 위해 학교의 장은 학생의 성별 특성을 고려하여 기반시설 확충과 체육교재 등을 확보하도록 했습니다(안 제7조제1항 및 제2항).다. 국가 및 지방자치단체는 여학생 체육활동 참여 증진을 위해 특화된 프로그램을 갖추도록 했습니다(안 제13조의2제3항).라. 학교의 장이 학교체육 활성화를 위하여 지역의 관계 기관 또는 관계 단체의 장에게 협력을 요청한 경우 해당 기관 및 단체의 장은 이에 적극적으로 협력하도록 했습니다(안 제18조제2항 신설).  ",교육위원회,"['금태섭(더불어민주당/琴泰燮)', '권미혁(더불어민주당/權美赫)', '박경미(더불어민주당/朴炅美)', '백혜련(더불어민주당/白惠蓮)', '변재일(더불어민주당/卞在一)', '서형수(더불어민주당/徐炯洙)', '윤관석(더불어민주당/尹官石)', '윤호중(더불어민주당/尹昊重)', '이철희(더불어민주당/李哲熙)', '정춘숙(더불어민주당/鄭春淑)']",금태섭(더불어민주당/琴泰燮),금태섭,더불어민주당,"['금태섭', '권미혁', '박경미', '백혜련', '변재일', '서형수', '윤관석', '윤호중', '이철희', '정춘숙']",남성,4
1022,2012103,처,양성평등기본법 일부개정법률안,의원,2018-02-23,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제356회,"    및  양성평등기본법은 성차별적 의식과 관행을 해소하고, 여성과 남성이 동등한 참여와 대우를 받고 모든 영역에서 평등한 책임과 권리를 공유함으로써 실질적 양성평등 사회를 이루는 것을 기본이념으로 하고 있습니다.하지만 ‘남학생들은 원래 뛰어노는 것을 좋아하고 여학생들은 좋아하지 않는다’는 성별에 기인한 교육현장의 차별적 시각이 여전하며 학교체육에서 실질적인 양성평등은 이루어지지 않고 있습니다.초？중？고생 가운데 규칙적인 체육활동에 참여하지 않는 여학생 비율은 49.9%로 남학생 25.3%에 비해 2배 가량 높고, 학교 스포츠 클럽 등록률도 20%로 남학생 32%에 비해 많이 낮습니다.성장기의 적절한 신체활동은 성별과 관계없이 모든 학생들에게 필수적입니다. 또한 체육활동 선호도에 성별 차이가 자연적으로 존재한다는 편견은 신체활동을 즐기지 않는 남학생이나 신체활동을 즐기는 여학생의 행복을 저해할 수 있습니다. 교과수업, 스포츠클럽 참여나 체육기구와 시설 이용 등에서 성별 격차를 줄여야 합니다.따라서 학교체육에서 성별을 이유로 참여나 혜택을 제한하거나 배제하는 차별이 발생하지 아니하도록 한다는 점을 명확히 법으로 규정함으로써 학교 내에서 실질적인 양성평등을 도모하고자 합니다(안 제36조제3항 신설).  ",여성가족위원회,"['금태섭(더불어민주당/琴泰燮)', '권미혁(더불어민주당/權美赫)', '박경미(더불어민주당/朴炅美)', '백혜련(더불어민주당/白惠蓮)', '변재일(더불어민주당/卞在一)', '윤관석(더불어민주당/尹官石)', '윤호중(더불어민주당/尹昊重)', '이철희(더불어민주당/李哲熙)', '이학영(더불어민주당/李學永)', '정춘숙(더불어민주당/鄭春淑)']",금태섭(더불어민주당/琴泰燮),금태섭,더불어민주당,"['금태섭', '권미혁', '박경미', '백혜련', '변재일', '윤관석', '윤호중', '이철희', '이학영', '정춘숙']",남성,4
1023,2012099,처,성폭력방지 및 피해자보호 등에 관한 법률 일부개정법률안,의원,2018-02-23,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제356회,"    및  최근 한 국가기관 내에서 과거에 기관 내 성폭력 사건이 은폐·축소되었다는 의혹이 이슈화되면서 국가기관을 비롯한 공공단체 내에서의 성폭력 사건의 처리와 관련한 관심이 커지고 있는데, 현행법은 기관 내 성폭력 사건 발생 시 재발방지대책의 수립·시행에 관하여만 규정하고 있을 뿐 해당 사건에 대한 은폐·축소 금지 또는 신고의무에 관하여는 규정하고 있지 않아 국가기관 등에서 성폭력 사건이 은폐·축소되는 중요한 이유의 하나가 되고 있는 것으로 판단됨.이에 국가기관, 공공단체 등의 장과 종사자는 직무상 기관 내 성폭력 사건을 알게 된 때에는 지체 없이 수사기관에 신고하도록 하고, 해당 사건을 은폐·축소하는 행위를 금지함으로써 기관 내 성폭력 사건이 신속하고 공정하게 처리될 수 있도록 하려는 것임(안 제9조 및 제36조).  ",여성가족위원회,"['송기헌(더불어민주당/宋基憲)', '강병원(더불어민주당/姜炳遠)', '권미혁(더불어민주당/權美赫)', '김병기(더불어민주당/金炳基)', '김성수(더불어민주당/金聖洙)', '김영호(더불어민주당/金映豪)', '김철민(더불어민주당/金哲玟)', '노웅래(더불어민주당/盧雄來)', '문희상(더불어민주당/文喜相)', '박경미(더불어민주당/朴炅美)', '박정(더불어민주당/朴釘)', '서영교(더불어민주당/徐瑛敎)', '소병훈(더불어민주당/蘇秉勳)', '송옥주(더불어민주당/宋玉珠)', '신창현(더불어민주당/申昌賢)', '어기구(더불어민주당/魚基龜)', '유동수(더불어민주당/柳東秀)', '유은혜(더불어민주당/兪銀惠)', '윤후덕(더불어민주당/尹厚德)', '이원욱(더불어민주당/李元旭)', '이훈(더불어민주당/李薰)', '정성호(더불어민주당/鄭成湖)', '정춘숙(더불어민주당/鄭春淑)']",송기헌(더불어민주당/宋基憲),송기헌,더불어민주당,"['송기헌', '강병원', '권미혁', '김병기', '김성수', '김영호', '김철민', '노웅래', '문희상', '박경미', '박정', '서영교', '소병훈', '송옥주', '신창현', '어기구', '유동수', '유은혜', '윤후덕', '이원욱', '이훈', '정성호', '정춘숙']",남성,6
1024,2012098,처,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,의원,2018-02-23,2020-05-29 00:00:00,임기만료폐기, ,의안원문,제20대 (2016~2020) 제356회,"    및  현행법은 강간, 특수강도강간 등 일정한 성폭력범죄에 대해 디엔에이(DNA)증거 등 그 죄를 증명할 수 있는 과학적인 증거가 있는 때에는 공소시효가 10년 연장되는 것으로 규정하고 있음.공소시효는 시간의 경과에 의하여 증거가 없어지게 된다는 점을 고려하고, 일정한 시간이 경과한 사실상의 상태를 유지·존중하기 위한 제도이나, 최근에는 과학적 수사기법의 발달로 수십 년이 지난 장기 미제사건의 경우에도 범인을 특정할 수 있는 경우가 많다는 점에서 반인륜적이고 흉악한 성폭력범죄 등에 대한 공소시효 제도의 보완이 필요하다는 주장이 제기되고 있음.이에 디엔에이(DNA)증거와 같은 과학적인 증거가 있는 때에는 성폭력범죄의 공소시효를 현행 “10년”에서 “30년”으로 연장되게 함으로써 성폭력범죄에 대한 사법적 정의를 구현하고 피해자의 인권을 보호하며 성폭력범죄로부터 국민생활의 안정을 도모하고자 함(안 제21조제2항).  ",법제사법위원회,"['조경태(자유한국당/趙慶泰)', '김승희(자유한국당/金承禧)', '나경원(자유한국당/羅卿瑗)', '문진국(자유한국당/文鎭國)', '박맹우(자유한국당/朴孟雨)', '박순자(자유한국당/朴順子)', '송석준(자유한국당/宋錫俊)', '이종명(자유한국당/李鍾明)', '정갑윤(자유한국당/鄭甲潤)', '정병국(바른미래당/鄭柄國)', '최교일(자유한국당/崔敎一)']",조경태(자유한국당/趙慶泰),조경태,자유한국당,"['조경태', '김승희', '나경원', '문진국', '박맹우', '박순자', '송석준', '이종명', '정갑윤', '정병국', '최교일']",남성,3
1025,2012094,처,양성평등기본법 일부개정법률안,의원,2018-02-23,2018-11-29 00:00:00,대안반영폐기, ,의안원문,제20대 (2016~2020) 제356회,"    및  현행법 제31조제3항에서는 여성가족부장관이 성희롱 방지조치가 부실하다고 인정되는 국가기관등에 대하여 관리자에 대한 특별교육 등 필요한 조치를 취할 것을 규정하고 있음. 그런데 성희롱 방지조치가 부실하다고 인정되는 기준이 법령상 명확하지 않고, 점검결과 드러난 부실에 대하여 국가기관등에게 개선계획을 수립·시행할 의무가 없어 실효적인 성희롱 방지조치의 마련이 어려운 상황임.이에, 성희롱 방지조치가 부실하다고 인정되는 국가기관등인 부실기관의 기준을 대통령령으로 정하도록 하고, 부실기관이 현행법 제31조제2항에 따른 점검결과를 반영한 성희롱 방지조치 개선계획을 여성가족부장관에게 제출하도록 함으로써 부실기관이 더욱 실효적인 성희롱 방지조치를 마련하도록 함(안 제31조제3항 및 제7항).  ",여성가족위원회,"['정춘숙(더불어민주당/鄭春淑)', '강훈식(더불어민주당/姜勳植)', '김삼화(바른미래당/金三和)', '김성수(더불어민주당/金聖洙)', '김영호(더불어민주당/金映豪)', '김정우(더불어민주당/金政祐)', '소병훈(더불어민주당/蘇秉勳)', '신창현(더불어민주당/申昌賢)', '이철희(더불어민주당/李哲熙)', '최도자(바른미래당/崔道子)']",정춘숙(더불어민주당/鄭春淑),정춘숙,더불어민주당,"['정춘숙', '강훈식', '김삼화', '김성수', '김영호', '김정우', '소병훈', '신창현', '이철희', '최도자']",여성,3
1026,2012082,처,양성평등기본법 일부개정법률안,의원,2018-02-22,2018-11-29 00:00:00,대안반영폐기, ,의안원문,제20대 (2016~2020) 제356회,"    및  현행법 제31조제1항은 국가기관등 및 사업장에서의 성희롱 방지를 위하여 국가기관등의 장과 사용자가 교육을 하는 등 필요한 조치를 하여야 하고, 그 결과를 여성가족부장관에게 제출하도록 하고 있음. 그런데 ‘필요한 조치’가 무엇인지 법문언상 명확하지 않아 실효적인 성희롱 방지조치 의무화가 어려운 상황임. 특히 국가기관등 및 사업장에서 성희롱 사건이 발생한 경우 재발방지대책의 수립·시행 의무에 관한 법률상 명시적인 근거가 없어 성희롱 사건의 지속적인 발생을 억제하기 어려운 상황임.이에, 국가기관등의 장과 사용자가 성희롱 방지를 위하여 취해야 할 조치를 성희롱 예방교육의 실시, 자체 예방지침의 마련, 성희롱 사건이 발생한 경우 재발방지대책의 수립·시행 등으로 규정함으로써 성희롱 방지조치의 의미를 구체화하고 더 나아가 성희롱 사건의 발생을 억제하고자 함(안 제31조제1항).  ",여성가족위원회,"['정춘숙(더불어민주당/鄭春淑)', '강훈식(더불어민주당/姜勳植)', '금태섭(더불어민주당/琴泰燮)', '김삼화(바른미래당/金三和)', '김성수(더불어민주당/金聖洙)', '김영호(더불어민주당/金映豪)', '김정우(더불어민주당/金政祐)', '소병훈(더불어민주당/蘇秉勳)', '신창현(더불어민주당/申昌賢)', '이철희(더불어민주당/李哲熙)', '최도자(바른미래당/崔道子)']",정춘숙(더불어민주당/鄭春淑),정춘숙,더불어민주당,"['정춘숙', '강훈식', '금태섭', '김삼화', '김성수', '김영호', '김정우', '소병훈', '신창현', '이철희', '최도자']",여성,3
1027,2012065,처,여성폭력방지기본법안,의원,2018-02-21,2018-12-07 00:00:00,수정가결, ,"의안원문
비용추계서",제20대 (2016~2020) 제356회,"    및  여성에 대한 차별과 혐오로 인한 여성폭력ㆍ살해사건은 끊이지 않고 있음. 검찰청 자료에 의하면 성별이 확인된 강력 흉악범죄 피해자 중 여성 비율이 89%(2015년)로 여성 안전은 심각하게 위협받고 있음. 또한, 가정폭력, 성폭력, 성매매, 성희롱, 지속적인 괴롭힘 행위와 그 밖에 친밀한 관계에서 발생하는 데이트폭력, 디지털폭력, 묻지마 폭력 등 여성에 대한 각종 범죄로 여성의 51%는 일상생활에서 불안감을 느끼고 있음.반면, 그동안 국가는 여성에 대한 폭력에 대해 가급적 개입하지 않았고 가해자와 피해자에게 필요한 조치를 취하지 않아왔음.이에 여성에 대한 폭력 방지와 피해자 보호 지원에 관한 국가의 책임을 명백히 하고, 여성폭력방지정책의 종합적？체계적 추진을 규정하고, 여성폭력 특수성을 반영한 피해자 지원시스템 및 일관성 있는 통계구축, 교과과정 내 폭력예방교육을 통한 성평등 의식 확산 등 여성폭력 피해자 지원정책의 실효성을 높이고자 함(안 제1조 등).  ",여성가족위원회,"['정춘숙(더불어민주당/鄭春淑)', '강훈식(더불어민주당/姜勳植)', '기동민(더불어민주당/奇東旻)', '김두관(더불어민주당/金斗官)', '김상희(더불어민주당/金相姬)', '김종훈(민중당/金鍾勳)', '박경미(더불어민주당/朴炅美)', '백혜련(더불어민주당/白惠蓮)', '서형수(더불어민주당/徐炯洙)', '양승조(더불어민주당/梁承晁)', '위성곤(더불어민주당/魏聖坤)', '이수혁(더불어민주당/李秀赫)', '이원욱(더불어민주당/李元旭)', '이찬열(바른미래당/李燦烈)', '조승래(더불어민주당/趙承來)']",정춘숙(더불어민주당/鄭春淑),정춘숙,더불어민주당,"['정춘숙', '강훈식', '기동민', '김두관', '김상희', '김종훈', '박경미', '백혜련', '서형수', '양승조', '위성곤', '이수혁', '이원욱', '이찬열', '조승래']",여성,4
1028,2012054,처,영유아보육법 일부개정법률안,의원,2018-02-20,2018-12-07 00:00:00,대안반영폐기, ,"의안원문
비용추계서",제20대 (2016~2020) 제356회,"    및  국공립어린이집은 민간어린이집이나 가정어린이집에 비해 저렴한 보육비용과 질 높은 서비스로 인해 부모들의 선호가 높아 그 수요가 증가하고 있음.현행법령은 국공립어린이집 확충을 위하여 도시 저소득주민 밀집 주거지역 및 농어촌지역 등 취약지역, 500세대 이상의 공동주택을 건설하는 주택단지 지역, 산업단지 지역에 국공립어린이집을 우선적으로 설치하도록 규정하고 있음.그럼에도 불구하고 보건복지부 「보육통계」에 따르면 국공립어린이집은 2016년 12월말 기준으로 2,859개로 전체어린이집 41,084개의 7%에 불과하여 국공립어린이집 확충이 시급한 실정임.이에 국가나 지방자치단체는 일정 세대 이상의 공동주택을 건설하는 주택단지 지역에는 1개소 이상의 국공립어린이집을 설치하도록 함으로써 국공립어린이집을 확충하여 보육수요를 충족시키려는 것임(안 제12조).  ",보건복지위원회,"['권미혁(더불어민주당/權美赫)', '강훈식(더불어민주당/姜勳植)', '고용진(더불어민주당/高榕?)', '김영호(더불어민주당/金映豪)', '김정우(더불어민주당/金政祐)', '신창현(더불어민주당/申昌賢)', '원혜영(더불어민주당/元惠榮)', '윤관석(더불어민주당/尹官石)', '윤소하(정의당/尹昭夏)', '이철희(더불어민주당/李哲熙)', '정춘숙(더불어민주당/鄭春淑)']",권미혁(더불어민주당/權美赫),권미혁,더불어민주당,"['권미혁', '강훈식', '고용진', '김영호', '김정우', '신창현', '원혜영', '윤관석', '윤소하', '이철희', '정춘숙']",여성,2
