,의안번호,의안명,제안일자,제안자구분,의결일자,의결결과,제안회기,제안이유,소관위원회,제안자,발의자,제안정당,성별,여성의원 수
436,1808640,아동·청소년의 성보호에 관한 법률 일부개정법률안,2010-06-21,의원,2011-08-23,대안반영폐기,제18대 (2008~2012) 제291회,"   현행법은 아동·청소년의 성을 사는 행위를 한 자 또는 성을 사기 위하여 아동·청소년을 유인하거나 성을 팔도록 권유한 자에 대하여는 2회 이상 유죄판결을 받거나 대상 아동·청소년이 13세 미만인 경우에 한하여 신상정보 등록대상자로 할 수 있도록 하고 있음.이는 성폭력범죄에 비해 비교적 경미한 성범죄를 범한 자의 신상정보를 등록하여 사회적으로 성범죄자로 낙인을 찍는 것보다는 성범죄의 재발을 방지하기 위한 반성의 기회를 제공함으로써 성범죄를 예방하기 위한 목적으로 보임.그러나 성범죄자의 재범율이 높은 현실에서 다른 성범죄자와 구별하여 아동·청소년의 성을 사는 행위를 한 자, 성을 사기 위하여 아동·청소년을 유인하거나 성을 팔도록 권유한 자 또는 13세 이상의 아동·청소년을 대상으로 성범죄를 범한 자를 신상정보 등록대상자에서 제외할 실익이 없다고 보여짐.따라서 아동·청소년대상 성범죄를 범한 경우 모두 신상정보 등록대상자로 지정하여 아동·청소년대상 성범죄와 관련한 범죄예방 및 수사에 활용할 수 있도록 함으로써 아동·청소년에 대한 성범죄의 재발을 방지할 수 있도록 하려는 것임. 가. 아동·청소년의 성을 사는 행위를 한 자 또는 성을 사기 위하여 아동·청소년을 유인하거나 성을 팔도록 권유한 자는 2회 이상 유죄판결을 받은 경우와 13세 미만의 아동·청소년을 대상으로 성범죄를 범한 경우에만 신상정보 등록대상자로 지정할 수 있던 단서 조항을 삭제함(안 제33조제1항 단서 삭제).나. 여성가족부장관은 신상정보 등록대상자의 등록정보를 아동·청소년대상 성범죄와 관련한 교육에 사용할 수 있도록 근거를 마련함(안 제37조제1항).  ",여성가족위원회,"['윤영', '권경석', '김낙성', '김동철', '노철래', '안효대', '윤석용', '장광근', '장제원', '정희수']",윤영,새누리당,남성,0
437,1808621,형법 일부개정법률안,2010-06-17,의원,2012-05-29,임기만료폐기,제18대 (2008~2012) 제291회,"    및  「형법」 제305조의 13세 미만의 부녀에 대한 간음, 추행의 경우 미수범에 대한 명확한 명문의 규정이 없어 형벌의 명확성의 원칙에 위배 됨. 그러므로 13세 미만의 부녀에 대한 간음, 추행의 미수범도 강간, 강제추행의 미수범의 예에 따라 처벌하도록 명문화하려는 것임(안 제305조).  ",법제사법위원회,"['이석현', '강기정', '김재윤', '김효석', '송민순', '신건', '안민석', '양승조', '이종걸', '전혜숙', '조경태', '최규식', '최재성']",이석현,민주통합당,남성,1
438,1808619,성매매알선 등 행위의 처벌에 관한 법률 일부개정법률안,2010-06-16,의원,2012-05-29,임기만료폐기,제18대 (2008~2012) 제291회,    및  현행 「성매매알선 등 행위의 처벌에 관한 법률」 에서는 성매매를 (유사) 성교행위에 한정하고 있어 최근 성행하고 있는 변종 성매매업소의 영업주에 대해서 형사처벌을 할 수 있는 법적 근거가 존재하지 아니함. 청소년 대상 성범죄에 대한 특칙을 규정한 「청소년의 성보호에 관한 법률」도 청소년의 성을 사는 행위의 유형에 신체의 전부 또는 일부를 만지는 등 성적 수치심이나 혐오감을 일으키는 행위까지도 형사처벌 대상으로 규율하고 있는 바 청소년 뿐만 아니라 성년에 대하여도 (유사) 성교행위를 유발할 수 있는 부적절한 성적 착취행위는 치명적인 위해를 줄 우려가 있음.따라서 기존에 이 법에서 규정하고 있는 ‘성매매’의 개념을 확대함으로써 (유사) 성교행위를 유발 또는 조장할 수 있는 다양한 성매매알선 등의 행위에 대한 규제의 실효성을 확보하려는 것임(안 제2조제1항제1호다목 및 라목 신설).  ,법제사법위원회,"['조배숙', '김영진', '김재윤', '김춘진', '박은수', '양승조', '우제창', '유원일', '이명수', '이석현', '홍영표']",조배숙,민주통합당,여성,1
439,1808609,고용보험법 일부개정법률안,2010-06-14,의원,2012-05-29,임기만료폐기,제18대 (2008~2012) 제291회,"    및  양성평등의 출산문화 정착을 위해 「남녀고용평등과 일·가정 양립 지원에 관한 법률」에서는 배우자 출산휴가 제도를 도입, 근로자가 배우자의 출산을 이유로 출산한 날로부터 30일 이내에 휴가를 청구하는 경우 사업주는 3일의 휴가를 주도록 하고 있음.그러나 현행법상 근로자가 휴가 청구를 한 경우에만 휴가를 사용할 수 있어, 실제로는 직장 내 분위기 및 근무상황 등의 이유로 휴가 청구 자체도 쉽지 않은 상황임. 또한 3일의 휴가기간은 출산한 배우자와 신생아를 돌볼 수 있는 충분한 시간이 아니며, 휴가기간 동안 급여를 받을 수 없어 이로 인한 경제적 부담 역시 배우자 출산휴가 제도의 실효성을 떨어뜨리고 있음.이에 현행 3일의 배우자 출산휴가 기간을 7일로 늘리고, 이 중 5일에 대한 급여를 고용보험에서 지급하도록 하여 배우자 출산휴가제도의 실효성을 높이고 나아가 건강한 가족생활을 보호하고 출산율 제고에 기여하고자 함(안 제75조 및 제76조제1항). 이 법률안은 이성남의원이 대표발의한 「남녀고용평등과 일·가정양립지원에 관한 법률 일부개정법률안」(의안번호 제8608호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결 되는 경우에는 이에 맞추어 조정되어야 할 것임.  ",환경노동위원회,"['이성남', '김성곤', '김재윤', '박영선', '박은수', '송민순', '신낙균', '양승조', '이미경', '이정현', '이찬열', '이춘석', '조경태', '조정식', '최문순', '최영희', '최재성', '홍영표']",이성남,민주통합당,여성,5
440,1808608,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2010-06-14,의원,2012-05-29,임기만료폐기,제18대 (2008~2012) 제291회,"    및  양성평등의 출산문화 정착을 위해 2007년 배우자 출산휴가 제도를 도입, 근로자가 배우자의 출산을 이유로 출산한 날로부터 30일 이내에 휴가를 청구하는 경우 사업주는 3일의 휴가를 주도록 하고 있음.그러나 현행법상 근로자가 휴가 청구를 한 경우에만 휴가를 사용할 수 있어, 직장 내 분위기 및 근무상황 등의 이유로 휴가 청구 자체도 쉽지 않은 상황임. 또한 3일의 휴가기간은 출산한 배우자와 신생아를 돌볼 수 있는 충분한 시간이 아니며, 휴가기간 동안 급여를 받을 수 없어 경제적 이유로 휴가를 사용하지 못하는 경우도 있음.이에 근로자의 신청여부와 관계없이 아내가 출산한 날부터 휴가를 의무적으로 사용하도록 해 제도 도입의 취지를 제고하고, 휴가기간을 현행 3일에서 7일로 연장하여 충분한 산후 관리를 할 수 있도록 하고자 함. 특히 출산 휴가 7일 중 5일에 대해서는 출산휴가급여를 고용보험에서 지원하도록 해, 근로자의 부담을 줄이는 동시에 출산에 대한 공동책임 분위기 확산과 출산율 제고에 기여하고자 함(안 제18조의2).  ",환경노동위원회,"['이성남', '김성곤', '김재윤', '박영선', '박은수', '송민순', '신낙균', '양승조', '이미경', '이정현', '이찬열', '이춘석', '조경태', '조정식', '최문순', '최영희', '최재성', '홍영표']",이성남,민주통합당,여성,5
441,1808605,근로기준법 일부개정법률안,2010-06-14,의원,2012-05-29,임기만료폐기,제18대 (2008~2012) 제291회,"    및  현행법상 사용자는 임신 중의 여성 근로자에게 산후휴가 45일을 포함하여 90일의 산전후휴가를 주도록 하고 있음.그런데 산전후휴가의 경우 산후에 45일을 배정하기 위하여 조산의 우려 등의 사유로 조기에 휴가가 필요함에도 무리하게 출산 직전까지 근무하는 경우가 많고, 산후에 모유수유를 하는 경우에 6개월 이상의 기간이 필요하지만 현행의 휴가기간은 절반의 수준임.따라서 임산부의 보호에 관한 실효성을 제고하기 위하여 산전후휴가를 현행 90일에서 150일로 연장하고, 산전후휴가를 포함한 임산부의 보호 관련 규정 위반 시 벌칙을 3년 이하의 징역 또는 2천만원 이하의 벌금으로 상향 조정하며, 보호휴가 종료 후 휴가 전의 동일한 업무 등에 복귀시킬 의무 위반 시의 벌칙도 1년 이하의 징역 또는 1천만원 이하의 벌금으로 상향 조정하여 임산부 보호를 강화하려는 것임(안 제74조제1항, 제109조제1항, 제111조).  ",환경노동위원회,"['유원일', '강기갑', '곽정숙', '권영길', '김영환', '김재윤', '이정희', '조경태', '조승수', '주승용', '홍희덕']",유원일,창조한국당,남성,2
442,1808604,아동·청소년의 성보호에 관한 법률 일부개정법률안,2010-06-14,의원,2011-08-23,대안반영폐기,제18대 (2008~2012) 제291회,"   아동ㆍ청소년을 피해자로 하는 성범죄의 경우에 저소득 취약계층 아동의 피해가 증가하는 반면, 피해아동은 현행 「형사소송법」상 소송기록에 대해서만 기록열람권을 행사할 수 있고 경제적 어려움 등으로 인해 변호인 선임이 곤란하여 피해자로서 가지는 진술권이 제약되는 형사절차상 불이익을 당하고 있으므로, 아동ㆍ청소년대상 성범죄 피해자의 기록열람권의 대상을 소송계속 중의 관계 서류와 증거물로 확대하고 국선변호인의 도움을 받을 권리를 보장하는 특례를 규정하여 피해자의 인권보호에 기여하려는 것임. 가. 아동ㆍ청소년대상 성범죄의 피해자, 피해자 본인의 법정대리인 또는 피해자 본인의 변호인은 소송계속 중의 관계 서류 또는 증거물을 열람하거나 등사할 수 있도록 함(안 제18조의5 신설).나. 아동ㆍ청소년대상 성범죄의 피해자를 증인으로 신문하는 데 피해자 본인의 변호인이 없는 때에 피해자가 13세 미만인 경우, 심신장애의 의심이 있는 경우 및 빈곤 그 밖의 사유로 피해자 본인의 변호인을 선임할 수 없고 피해자 또는 피해자 본인의 법정대리인의 청구가 있는 경우에는 법원이 그 변호인을 선정하도록 함(안 제18조의6 신설).  ",여성가족위원회,"['강명순', '강성천', '강승규', '권영진', '권택기', '김금래', '김성곤', '김성수', '김소남', '김옥이', '김우남', '김정훈', '김효재', '박민식', '박상은', '안상수', '유성엽', '이애주', '이윤성', '허원제']",강명순,새누리당,여성,5
443,1808601,영유아보육법 일부개정법률안,2010-06-14,의원,2012-05-29,임기만료폐기,제18대 (2008~2012) 제291회,"   여성의 사회진출 욕구가 높아지는 상황에서 여성이 일과 자녀의 양육을 양립하기 위하여는 보육서비스가 확충되어야 할 것임.여성부의 2004년도 전국 보육·교육 실태조사에 따르면 취약보육의 필요도와 관련한 조사에서 야간보육에 대한 수요가 41.3퍼센트로 매우 높고, 24시간 보육이나 휴일보육의 수요도 각각 20퍼센트를 넘겨 그 수요가 큰 것으로 나타나고 있음.그러나 보건복지부의 2008년도 보육시설 현황에 따르면 시간연장 보육을 실시하는 보육시설은 3,910개소로 전체 보육시설의 11.7퍼센트에 불과하며, 휴일 및 24시간 보육을 실시하는 보육시설 또한 각각 152개소와 125개소로 시간연장형 보육서비스를 요구하는 영유아의 보호자의 기대에 미치지 못하는 실정임.따라서 보육시설의 장은 1명 이상의 영유아의 보호자로부터 기준 보육시간 외에 시간을 연장하여 보육할 것을 요청받는 경우 시간연장형 보육을 실시하도록 하고, 이 경우 국가나 지방자치단체는 시간연장 보육을 위한 보육교사의 인건비를 보조하도록 함으로써 여성이 일과 가정을 양립시킬 수 있도록 하여 저출산 문제의 해결에 도움을 주려는 것임. 보육시설의 장은 1명 이상의 영유아의 보호자로부터 기준 보육시간 외에 시간을 연장하여 보육할 것을 요청받는 경우 시간연장형 보육을 실시하도록 하고, 국가나 지방자치단체는 보육시설의 장이 시간연장형 보육을 실시하는 경우 해당 보육교사의 인건비를 보조하도록 함(안 제28조의2 신설).  ",보건복지위원회,"['김재윤', '강기갑', '김우남', '김재균', '박영선', '백재현', '유원일', '이명수', '이인기', '이한성', '조영택']",김재윤,민주통합당,남성,1
444,1808592,결혼중개업의 관리에 관한 법률 일부개정법률안,2010-06-11,의원,2012-01-06,폐기,제18대 (2008~2012) 제291회,"   여성인구의 도시집중, 농촌지역 기피 등으로 인하여 농촌지역의 국제결혼이 보편화되면서 1990년 4,710건에서 2008년 현재 36,204건으로 급증하고 있음.그러나 국제결혼의 상업화로 인하여 민간결혼중개업체에 의하여 국제결혼이 이루어짐에 따라 브로커가 끼어든 매매혼 등 비정상적인 혼인에 따른 계약해지 및 환급거부, 추가 맞선비용의 요구 등 국제결혼 관련 소비자 피해가 증가하고 있는 실정임.따라서 국가 및 지방자치단체가 농어촌지역의 미혼자에게 국제결혼중개를 무료로 이용할 수 있도록 제공하는 비영리민간단체 등을 행정적·재정적 지원을 할 수 있도록 함으로써, 농어촌지역 미혼자의 결혼을 장려하여 농어촌지역의 생활안정과 인구증가에 이바지하려는 것임. 비영리민간단체는 농어촌에 거주하는 결혼하지 아니한 농업인이나 어업인에게 국제결혼중개를 무료로 제공할 수 있도록 함(안 제4조의2 신설).  ",여성가족위원회,"['신성범', '권경석', '권영진', '김성수', '김성태', '여상규', '유재중', '정갑윤', '조진래', '최구식', '황영철']",신성범,새누리당,남성,0
445,1808571,초·중등교육법 일부개정법률안,2010-06-10,의원,2012-05-29,임기만료폐기,제18대 (2008~2012) 제291회,"   최근 결혼이주여성과 외국인 근로자 등의 유입이 급증함에 따라 다문화가족이 늘어나고 있고 이에 따라 우리 사회의 문화와 생활양식도 다양화되어 가고 있음.전국 다문화가족의 학생수는 2010년 4월 기준 3만 명을 넘어섰고, 특히 읍면지역 다문화가족 학생수도 2010년 4월 기준 1만 2천여 명에 달하고 있음.다문화가족의 다수는 사회·경제적으로 취약하고, 한국어가 미숙한 어머니와 생활하는 자녀의 경우 언어발달이 늦어지고 문화적응에 어려움을 겪고 있을 뿐만 아니라 기초학력이 부진하고 친구들로부터 따돌림을 당하는 경우도 많아 이들에 대한 대책 마련이 필요함.이에 국가와 지방자치단체로 하여금 다문화이해 교육을 실시하고, 다문화가족 학생에 대한 교육지원대책을 마련하도록 하려는 것임. 가. 국가와 지방자치단체는 다문화가족의 학생과 다문화에 대한 인식제고를 위하여 다문화이해 교육을 실시하도록 함(안 제28조의2제1항 신설).나. 국가와 지방자치단체는 다문화가족 학생이 학교생활에 신속히 적응하고 소외되지 아니하도록 교육지원대책을 마련하도록 함(안 제28조의2제2항 신설).다. 다문화가족 학생의 비율이 일정기준 이상인 학교의 장은 다문화가족 학생에 대한 상담·지도를 담당하는 교사를 지정하여야 하고, 그 교사로 하여금 일정한 교육과 연수를 받도록 함(안 제28조의2제3항 신설).  ",교육과학기술위원회,"['김우남', '강기정', '강창일', '김동철', '김재윤', '서갑원', '정해걸', '조경태', '조배숙', '최규성']",김우남,민주통합당,남성,1
446,1808542,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2010-06-07,의원,2012-05-29,임기만료폐기,제18대 (2008~2012) 제291회,"    및  현행법상 사업주는 근로자를 모집하거나 채용할 때 남녀를 차별하여서는 아니 되고 여성 근로자를 모집·채용할 때 그 직무의 수행에 필요하지 아니한 용모·키·체중 등의 신체적 조건, 미혼 조건 등을 제시·요구하여서는 아니 되며, 이를 위반 시 500만원 이하의 벌금에 처하도록 하고 있음.그런데 대부분의 사업주는 채용 요건으로 신체적 조건을 제시·요구하지 않더라도 사실상 신체적 조건이 나타나는 사진의 제출을 요구하고 있어 현행 조항의 실효성이 미흡하며, 이러한 상황은 여성 근로자에게만 국한되는 문제가 아님에도 불구하고 여성 근로자로 한정하고 있는 실정임.따라서 근로자 모집·채용 시 사업주의 신체적 조건, 미혼 조건 등의 제시·요구 금지규정을 여성 근로자뿐만 아니라 남성 근로자를 포함한 모든 근로자로 확대 적용하고, 신체적 조건이 나타나는 사진의 부착이나 제시, 제출 등의 요구를 금지하려는 것임(안 제7조제2항ㆍ제3항 및 제37조제4항제1호ㆍ제1호의2 신설).  ",환경노동위원회,"['정옥임', '강석호', '구상찬', '권성동', '권영진', '김무성', '김성식', '김장수', '김학송', '박대해', '박민식', '박순자', '박종근', '박준선', '박희태', '서병수', '안경률', '안홍준', '윤상현', '이범관', '이애주', '이한성', '정의화', '정진석', '진영', '최병국', '홍정욱', '황영철', '황우여']",정옥임,새누리당,여성,3
447,1808537,성범죄 재범방지를 위한 우범자관리에 관한 법률안,2010-06-04,의원,2012-05-29,임기만료폐기,제18대 (2008~2012) 제290회,"   현재 경찰청은 강간, 강제추행 등 성범죄경력자 중 재범의 우려가 있는 사람을 우범자로 분류하여 우범자관리를 통한 범죄예방 활동을 하고 있으나 법률의 근거 없이 경찰청 예규만으로 활동이 이루어지고 있는 실정임.따라서 성범죄우범자 관리 등에 관한 명시적인 법률 근거를 마련하여 효과적인 성범죄우범자관리를 통해 성범죄를 예방하고 국민의 안전을 확보하려는 것임. 가. 성범죄의 재범 발생을 예방하기 위하여 성범죄우범자의 선정 및 관리에 관한 사항을 규정함으로써 성범죄로부터 국민을 보호하고 사회질서를 건전하게 유지함을 이 법의 목적으로 함(안 제1조).나. 성범죄우범자는 동향관찰대상자와 자료보관대상자로 구분하며, 동향관찰대상자는 성범죄로 금고 이상의 실형을 선고받고 그 집행이 끝나거나 면제된 사람 중 성벽(性癖) 등을 고려하여 선정하도록 함(안 제3조).다. 동향관찰대상자와 자료보관대상자의 선정 및 선정해제, 동향관찰 및 자료보관 기간 등을 심사하기 위하여 경찰청에 성범죄우범자심사위원회를 둠(안 제4조).라. 경찰청장은 자료보관대상자와 동향관찰대상자의 자료를 전산에 입력하여 관리하고, 동향관찰대상자에 대하여 범죄관련성 여부에 관한 동향을 관찰하는 등 대통령령으로 정하는 바에 따라 정보를 수집하도록 함(안 제5조).마. 경찰은 동향관찰 및 자료보관에 있어 성범죄우범자의 인권을 최대한 배려하여 적절한 방법에 의하고 명예나 신용을 부당하게 침해하는 일이 없도록 주의하여야 함(안 제6조).  ",행정안전위원회,"['이한성', '강용석', '김무성', '노철래', '배영식', '이정선', '이해봉', '이혜훈', '정병국', '정해걸', '황영철']",이한성,새누리당,남성,2
448,1808530,결혼중개업의 관리에 관한 법률 일부개정법률안,2010-06-01,의원,2011-12-29,대안반영폐기,제18대 (2008~2012) 제290회,"   현행 「결혼중개업의 관리에 관한 법률」은 2007년 12월에 제정·공포되어 2008년 6월부터 지금까지 24개월간 시행 중에 있으나, 그 시행과정에서 보완이 필요한 여러 가지 문제점이 나타나고 있음.국제결혼에 대한 사전의 충분한 이해와 정보 부족으로 다문화가정의 이혼률이 증가하고 있으나, 신중한 국제결혼에 대한 국가와 지방자치단체의 교육은 부재하고, 결혼중개업자가 국제결혼을 위하여 실시하는 단체맞선이 외국 현지 법령을 위반하여 결혼중개업자의 중개만 믿고 단체맞선에 참여했던 이용자가 처벌을 받는 등의 국제적인 문제가 나타나고 있음.이에 결혼중개업의 시행과정에서 나타난 문제점들을 보완함으로써 건전한 결혼문화를 형성하려는 것임. 가. 단체맞선을 결혼중개업자가 이용자에게 같은 시간에 2인 이상의 외국인과 맞선을 알선하거나 같은 시간에 동일한 외국인에게 2인 이상의 이용자와 맞선을 알선하는 것으로 정의함(안 제2조제6호 신설).나. 계약서의 기재사항에 국제결혼중개를 금지하는 국가의 명칭을 포함하도록 함(제10조제2항제4호의2 신설).다. 외교통상부장관은 여성가족부장관이 고시하는 국가 중 국제결혼중개를 현지 법령으로 금지하는 국가를 조사하여 여성가족부장관에게 통보하도록 하고, 시·도지사는 국제결혼중개업을 등록한 자에게 국제결혼중개를 금지하는 국가를 지체 없이 알려주도록 함(안 제11조제2항 및 제3항 신설).라. 단체맞선을 금지하고 이를 위반한 경우에는 2년 이하의 징역이나 1천만원 이하의 벌금에 처하도록 함(안 제12조의2 및 제26조제2항제5호의2 신설).마. 단체맞선 행위를 알선한 자를 신고한 자 또는 거짓이나 과장된 표시·광고를 한 자를 신고한 자에 대하여는 신고포상금을 지급하도록 함(안 제12조의3 신설).바. 여성가족부장관 또는 시·도지사는 국제결혼중개업 이용자의 피해를 예방하기 위한 교육을 실시할 수 있도록 하고, 국제결혼중개업자는 결혼중개를 목적으로 계약을 체결하는 이용자에게 국제결혼에 관한 교육을 받을 수 있는 방법과 신청절차 등을 설명하도록 함(안 제24조의2 신설).  ",여성가족위원회,"['김춘진', '김영록', '김영진', '양승조', '오제세', '유성엽', '이경재', '이성헌', '이한성', '조영택']",김춘진,민주통합당,남성,0
449,1808494,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2010-05-18,의원,2011-10-28,대안반영폐기,제18대 (2008~2012) 제290회,"    및  현행 「성폭력범죄의 처벌 등에 관한 특례법」에서는 장애인에 대한 간음죄에 대한 별도의 조항을 두고 있으나 장애인을 간음하거나 추행한 사람은 「형법」에서 정한 강간에 준하여 처벌할 것을 규정하고 있음.한편 현행 「성폭력범죄의 처벌 등에 관한 특례법」에서는 특수강간·친족관계에 의한 강간·미성년자에 대한 강간 등에 대해서 성폭력 범죄를 유형별로 세분화하고 각각의 죄에 대해 「형법」에서 정한 형보다 가중처벌을 하도록 하고 있으나, 장애인에 대한 성폭력 범죄는 일반 성폭력 범죄와 동일하게 처벌하고 있는 실정임.그러나 신체적·정신적으로 불편한 장애인의 경우는, 일반적으로 성폭력에 대한 인지능력, 항거능력 또는 대처능력 등이 비장애인보다 상대적으로 낮기 때문에 가해자가 접근하기 용이하고 범죄가 주변에 노출된 가능성이 상대적으로 낮으며, 그로 인해 성폭력이 장기화되는 현상 등이 나타나고 실정이므로, 장애인에 대한 성폭력 범죄를 유형별로 세분화하고 각각에 대한 처벌을 일반 성폭력 범죄보다 가중처벌 하도록 하려는 것임(안 제6조).  ",법제사법위원회,"['김소남', '권경석', '김금래', '김성수', '박순자', '배은희', '신지호', '이애주', '이은재', '이해봉']",김소남,새누리당,여성,6
450,1808493,다문화가족지원법 일부개정법률안,2010-05-18,의원,2011-03-11,대안반영폐기,제18대 (2008~2012) 제290회,"   2008년 기준으로 결혼이민자가 15만명에 이르는 등 국제결혼이 증가하고 외국인 노동자의 국내 이주 등으로 인한 노동력과 자본의 국제적 이동이 활발해짐에 따라, 우리나라는 단일민족·순혈주의(純血主義)사회에서 다민족·다인종 사회로 급속히 전환하고 있으며 이에 따른 다문화가족도 점차 증가하고 있음.이에 다문화가족에 대한 정책수립을 위하여 실태조사를 실시하고 있으나, 실태조사의 항목 중 사생활의 자유를 침해할 내용이 있음에도 이를 법률이 아닌 시행규칙에서 규정하고 있을 뿐만 아니라, 실태조사 과정에서 알게 된 개인정보에 대한 보호 규정도 없는 실정임.따라서 다문화가족의 사생활의 자유를 침해할 수 있는 실태조사의 항목을 법률에서 정하도록 상향 조정하고, 실태조사과정에서 알게 된 개인정보를 보호하도록 규정함으로써 다문화가족의 사생활을 보호하려는 것임. 가. 다문화가족의 정책수립을 위한 실태조사에 성별, 연령, 학력 등 가족구성원의 특성에 관한 사항 및 소득, 지출, 자산 등 가족의 경제상태에 관한 사항 등이 포함되도록 함(안 제4조).나. 다문화가족의 실태조사와 관련된 업무에 종사하는 사람 등은 직무상 알게 된 개인정보 또는 비밀을 누설하거나 직무상 목적 외의 용도로 사용할 수 없도록 함(안 제4조의2 신설).  ",여성가족위원회,"['유정복', '권영진', '김성수', '김옥이', '김충환', '김혜성', '신영수', '신학용', '이성헌', '이해봉', '정병국', '홍정욱']",유정복,새누리당,남성,2
451,1808492,영유아보육법 일부개정법률안,2010-05-18,의원,2012-05-29,임기만료폐기,제18대 (2008~2012) 제290회,"   현행법은 보육의 공공성을 확보하기 위하여 국공립보육시설 등을 통하여 영아·장애아 및 다문화가족의 아동 등에 대한 보육을 우선 실시하도록 하고 있음.그러나 2008년도 보건복지가족부의 보육통계에 따르면 전체 보육시설 33,499개소 가운데 영아전담 보육시설은 665개소, 장애아전담 및 장애아통합 시설이 916개소, 시간연장형 보육시설이 4,187개소(방과후 지정시설 제외)에 불과한 것으로 나타나, 취약보육의 필요성에 비하여 그 실시가 충분하지 아니하므로 이에 대한 법적·제도적 지원을 강화할 필요가 있음.한편, 정부는 임신·출산·육아 등을 이유로 경제활동을 중단한 여성이나 고령자 등으로서 취업을 희망하는 사람들의 경제활동 참여를 촉진하기 위하여 관련 법률을 제정하고 이들에 대한 고용장려정책을 실시하고 있는데, 그 일환으로 영유아 보육 분야에서도 여성이나 고령자 등이 경험과 전문성을 활용하여 종사할 수 있는 일자리를 적극적으로 발굴할 필요가 있음.따라서 영유아의 취약보육을 실시하는 보육시설 등에 소정의 교육과정을 이수한 경력단절여성, 고령자, 결혼이민자 등을 보육도우미로 파견할 수 있도록 함으로써 영아·장애아 등을 안정적으로 보육할 수 있도록 지원하고 경력단절여성 등 취업 취약계층의 경제활동을 촉진하려는 것임. 가. 국가 및 지방자치단체는 취약보육을 우선적으로 실시하여야 하는 보육시설 및 대통령령으로 정하는 보육시설에 보육도우미를 파견할 수 있도록 함(안 제23조의2제1항 신설).나. 보육보우미는 경력단절여성, 고령자 및 준고령자, 결혼이민자 등으로서 소정의 교육과정을 이수하도록 함(안 제23조의2제2항 신설).  ",보건복지위원회,"['이애주', '김소남', '손범규', '신영수', '원희목', '이해봉', '정병국', '정해걸', '조배숙', '홍정욱']",이애주,새누리당,여성,3
452,1808476,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2010-05-14,의원,2011-10-28,대안반영폐기,제18대 (2008~2012) 제290회,"    및  현행 「성폭력범죄의 처벌 등에 관한 특례법」제6조에서는 장애인에 대한 강간은 규정을 하지 않고 다만 간음의 경우만 규정하고 있는데, 강간의 경우 일반 「형법」의 규정에 준하여 처벌을 하고 있음. 그러나 신체적 장애인의 경우에는 비장애인과 달리 저항의 능력이 부족하고 정신장애인의 경우에는 실제 연령은 성인이지만 정신연령이 아동수준에도 못 미치기도 함. 따라서 신체적·정신적 약자에게 강간 또는 강제추행죄 등의 성폭력범죄를 저지른 가해자에 대한 처벌을 아동성폭력 수준으로 강화하여 처벌하려는 것임(안 제6조 및 제10조).  ",법제사법위원회,"['원희목', '곽정숙', '김정훈', '김춘진', '박은수', '서상기', '손숙미', '여상규', '유일호', '유재중', '이정선', '전혜숙']",원희목,새누리당,남성,4
